TransactionIndex,IcrRecordIndex,NumIcrRecordIndices,AlbarakaIndex,Number of ALB Indexes,GrandeLivreIndex,Number of GL Indexes,Date Discrepancy,Amount,Amount Discrepancy,Post Day,Post Month,Post Year,Value Day,Value Month,Value Year,libdesc,reftran,Bank Account,Bank Name,Bank Currency,GL Memo,GL Company
7884,"[42359, 57619, 68846, 82748, 88490, 101728, 111600, 122350]",8,[7993],1,[9949],1,1,-48265.3,,1,8,2008,1,8,2008,paiementcheque,2500121,7891010056211,CTD,TNC,c 2500121 rgt/f.s.w.s,best ctd 460/2
7885,"[26841, 29137, 90127]",3,[7994],1,[10031],1,0,-2001.7,,1,8,2008,1,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt.sal.stefano 07/08,best ctd 460/2
7886,"[26841, 29137, 90127]",3,[7995],1,[9978],1,0,-5301.7,,1,8,2008,1,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt.sal.abdoul 07/08,best ctd 460/2
7887,"[26841, 29137, 90127]",3,[7996],1,[9979],1,0,-14611.7,,1,8,2008,1,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt.sal.sayahi 07/08,best ctd 460/2
7888,"[26841, 29137, 90127]",3,[7997],1,[10040],1,0,-2001.7,,1,8,2008,1,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt.sal.najeh 07/08,best ctd 460/2
7889,"[26841, 29137, 90127]",3,[7998],1,[9981],1,0,-2301.7,,1,8,2008,1,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt.sal.cherif 07/08,best ctd 460/2
7890,"[26841, 29137, 90127]",3,[7999],1,[9982],1,0,-1921.7,,1,8,2008,1,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt.sal.mohsen 07/08,best ctd 460/2
7892,"[26841, 29137, 90127]",3,[8001],1,[9984],1,0,-6171.7,,1,8,2008,1,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt.sal.lachter 07/08,best ctd 460/2
7893,"[26841, 29137, 90127]",3,[8002],1,[9985],1,0,-13701.7,,1,8,2008,1,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt.sal.fawzi 07/08,best ctd 460/2
7894,"[26841, 29137, 90127]",3,[8003],1,[10045],1,0,-2001.7,,1,8,2008,1,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt.sal.moez 07/08,best ctd 460/2
7895,"[26841, 29137, 90127]",3,[8004],1,[9996],1,0,-1401.7,,1,8,2008,1,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt.sal.nejla07/08,best ctd 460/2
7896,"[26841, 29137, 90127]",3,[8005],1,[9988],1,0,-3301.7,,1,8,2008,1,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt.sal.gabsi 07/08,best ctd 460/2
7897,"[26841, 29137, 90127]",3,[8006],1,[10020],1,0,-1001.7,,1,8,2008,1,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt.sal.houcine 07/08,best ctd 460/2
7898,"[26841, 29137, 90127]",3,[8007],1,[9990],1,0,-8251.7,,1,8,2008,1,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt.sal.aboud 07/08,best ctd 460/2
7899,"[26841, 29137, 90127]",3,[8008],1,[9994],1,0,-1416.7,,1,8,2008,1,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt.sal.herzi 07/08,best ctd 460/2
7900,"[26841, 29137, 90127]",3,[8009],1,[9991],1,0,-8321.7,,1,8,2008,1,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt.sal.amine 07/08,best ctd 460/2
7901,"[26841, 29137, 90127]",3,[8010],1,[9992],1,0,-1941.7,,1,8,2008,1,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt.sal.khaled 07/08,best ctd 460/2
7902,"[26841, 29137, 90127]",3,[8011],1,[10016],1,0,-801.7,,1,8,2008,1,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt.sal.lazreg 07/08,best ctd 460/2
7903,"[26841, 29137, 90127]",3,[8012],1,[9995],1,0,-2926.7,,1,8,2008,1,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt.sal.grissi 07/08,best ctd 460/2
7904,"[26841, 29137, 90127]",3,[8013],1,[10033],1,0,-1401.7,,1,8,2008,1,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt.sal.rboudi 07/08,best ctd 460/2
7905,"[26841, 29137, 90127]",3,[8014],1,[9997],1,0,-871.7,,1,8,2008,1,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt.sal.mohamed 07/08,best ctd 460/2
7906,"[26841, 29137, 90127]",3,[8015],1,[10032],1,0,-1901.7,,1,8,2008,1,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt.sal.barki 07/08,best ctd 460/2
7907,"[26841, 29137, 90127]",3,[8016],1,[9999],1,0,-5901.7,,1,8,2008,1,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt.sal.kacem 07/08,best ctd 460/2
7908,"[26841, 29137, 90127]",3,[8017],1,[10000],1,0,-451.7,,1,8,2008,1,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt.sal.monia07/08,best ctd 460/2
7909,"[26841, 29137, 90127]",3,[8018],1,[10001],1,0,-2501.7,,1,8,2008,1,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt.sal.jlail 07/08,best ctd 460/2
7910,"[26841, 29137, 90127]",3,[8019],1,[10002],1,0,-1476.7,,1,8,2008,1,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt.sal.med ali 07/08,best ctd 460/2
7911,"[26841, 29137, 90127]",3,[8020],1,[10003],1,0,-916084,,1,8,2008,1,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt.sal.chekir 07/08,best ctd 460/2
7912,"[26841, 29137, 90127]",3,[8021],1,[10026],1,0,-401.7,,1,8,2008,1,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt.sal.houidi 07/08,best ctd 460/2
7913,"[26841, 29137, 90127]",3,[8022],1,[10010],1,0,-601.7,,1,8,2008,1,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt.sal.ridha07/08,best ctd 460/2
7914,"[26841, 29137, 90127]",3,[8023],1,[10039],1,0,-351.7,,1,8,2008,1,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt.sal.jabeur 07/08,best ctd 460/2
7915,"[26841, 29137, 90127]",3,[8024],1,[10052],1,0,-901.7,,1,8,2008,1,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt.sal.knani 07/08,best ctd 460/2
7916,"[26841, 29137, 90127]",3,[8025],1,[10008],1,0,-2676.7,,1,8,2008,1,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt.sal.amor 07/08,best ctd 460/2
7917,"[26841, 29137, 90127]",3,[8026],1,[10009],1,0,-2176.7,,1,8,2008,1,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt.sal.ouled haj 07/08,best ctd 460/2
7918,"[26841, 29137, 90127]",3,[8027],1,[10042],1,0,-601.7,,1,8,2008,1,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt.sal.mongi 07/08,best ctd 460/2
7919,"[26841, 29137, 90127]",3,[8028],1,[10011],1,0,-1851.7,,1,8,2008,1,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt.sal.guedri 07/08,best ctd 460/2
7920,"[26841, 29137, 90127]",3,[8029],1,[10012],1,0,-1851.7,,1,8,2008,1,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt.sal.ben rekeya07/08,best ctd 460/2
7921,"[26841, 29137, 90127]",3,[8030],1,[10013],1,0,-1851.7,,1,8,2008,1,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt.sal.akkari 07/08,best ctd 460/2
7922,"[26841, 29137, 90127]",3,[8031],1,[10014],1,0,-2826.7,,1,8,2008,1,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt.sal.habassi 07/08,best ctd 460/2
7923,"[26841, 29137, 90127]",3,[8032],1,[10015],1,0,-1501.7,,1,8,2008,1,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt.sal.yassine 07/08,best ctd 460/2
7924,"[26841, 29137, 90127]",3,[8033],1,[10053],1,0,-801.7,,1,8,2008,1,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt.sal.nouri 07/08,best ctd 460/2
7925,"[26841, 29137, 90127]",3,[8034],1,[10017],1,0,-3701.7,,1,8,2008,1,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt.sal.mondher 07/08,best ctd 460/2
7926,"[26841, 29137, 90127]",3,[8035],1,[10018],1,0,-651.7,,1,8,2008,1,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt.sal.touati 07/08,best ctd 460/2
7927,"[26841, 29137, 90127]",3,[8036],1,[10046],1,0,-1301.7,,1,8,2008,1,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt.sal.adnen 07/08,best ctd 460/2
7928,"[26841, 29137, 90127]",3,[8037],1,[10058],1,0,-1001.7,,1,8,2008,1,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt.sal.hamed 07/08,best ctd 460/2
7929,"[26841, 29137, 90127]",3,[8038],1,[10021],1,0,-1601.7,,1,8,2008,1,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt.sal.gadour 07/08,best ctd 460/2
7930,"[26841, 29137, 90127]",3,[8039],1,[10034],1,0,-1901.7,,1,8,2008,1,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt.sal.aloui 07/08,best ctd 460/2
7931,"[26841, 29137, 90127]",3,[8040],1,[10023],1,0,-1651.7,,1,8,2008,1,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt.sal.belguith 07/08,best ctd 460/2
7932,"[26841, 29137, 90127]",3,[8041],1,[10024],1,0,-851.7,,1,8,2008,1,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt.sal.brahim 07/08,best ctd 460/2
7933,"[26841, 29137, 90127]",3,[8042],1,[10025],1,0,-3561.7,,1,8,2008,1,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt.sal.fethi 07/08,best ctd 460/2
7934,"[26841, 29137, 90127]",3,[8043],1,[10027],1,0,-1526.7,,1,8,2008,1,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt.sal.hichem 07/08,best ctd 460/2
7935,"[26841, 29137, 90127]",3,[8044],1,[10029],1,0,-1651.7,,1,8,2008,1,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt.sal.salem 07/08,best ctd 460/2
7936,"[26841, 29137, 90127]",3,[8045],1,[10030],1,0,-2301.7,,1,8,2008,1,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt.sal.fitouri 07/08,best ctd 460/2
7937,"[26841, 29137, 90127]",3,[8046],1,[10049],1,0,-401.7,,1,8,2008,1,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt.sal.yosra07/08,best ctd 460/2
7938,"[26841, 29137, 90127]",3,[8047],1,[10059],1,0,-314921,,1,8,2008,1,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt.sal.attiri 07/08,best ctd 460/2
7939,"[26841, 29137, 90127]",3,[8048],1,[10060],1,0,-301.7,,1,8,2008,1,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt.sal.houch 07/08,best ctd 460/2
7940,"[26841, 29137, 90127]",3,[8049],1,[10061],1,0,-290882,,1,8,2008,1,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt.sal.khalifa07/08,best ctd 460/2
7941,"[26841, 29137, 90127]",3,[8050],1,[10062],1,0,-1901.7,,1,8,2008,1,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt.sal.tarek 07/08,best ctd 460/2
7942,"[26841, 29137, 90127]",3,[8051],1,[10063],1,0,-1701.7,,1,8,2008,1,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt.sal.hamdi 07/08,best ctd 460/2
7943,"[26841, 29137, 90127]",3,[8052],1,[10064],1,0,-1851.7,,1,8,2008,1,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt.sal.aboud 07/08,best ctd 460/2
7944,"[26841, 29137, 90127]",3,[8053],1,[10065],1,0,-1951.7,,1,8,2008,1,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt.sal.mehdi 07/08,best ctd 460/2
7946,"[26841, 29137, 90127]",3,[8055],1,[10067],1,0,-1701.7,,1,8,2008,1,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt.sal.rochdi 07/08,best ctd 460/2
7947,"[26841, 29137, 90127]",3,[8056],1,[10068],1,0,-651.7,,1,8,2008,1,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt.sal.zoubayer 07/08,best ctd 460/2
7948,"[26841, 29137, 90127]",3,[8057],1,[10069],1,0,-1451.7,,1,8,2008,1,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt.sal.sofiane 07/08,best ctd 460/2
7949,"[26841, 29137, 90127]",3,[8058],1,[10070],1,0,-1101.7,,1,8,2008,1,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt.sal.borni 07/08,best ctd 460/2
7950,"[26841, 29137, 90127]",3,[8059],1,[10071],1,0,-1851.7,,1,8,2008,1,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt.sal.el bani 07/08,best ctd 460/2
7951,"[26841, 29137, 90127]",3,[8060],1,[10072],1,0,-1801.7,,1,8,2008,1,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt.sal.miled 07/08,best ctd 460/2
7952,"[26841, 29137, 90127]",3,[8061],1,[10075],1,0,-751.7,,1,8,2008,1,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt.sal.najib 07/08,best ctd 460/2
7953,"[26841, 29137, 90127]",3,[8062],1,[10074],1,0,-394.7,,1,8,2008,1,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt.sal.bouchaala07/08,best ctd 460/2
7955,"[26841, 29137, 90127]",3,[8064],1,[10076],1,0,-351789,,1,8,2008,1,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt.sal.el hosni 07/08,best ctd 460/2
7956,"[26841, 29137, 90127]",3,[8065],1,[10077],1,0,-384247,,1,8,2008,1,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt.sal.halawat 07/08,best ctd 460/2
7957,"[26841, 29137, 90127]",3,[8066],1,[10078],1,0,-288395,,1,8,2008,1,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt.sal.ibn farah 07/08,best ctd 460/2
7958,"[26841, 29137, 90127]",3,[8067],1,[10079],1,0,-71.7,,1,8,2008,1,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt.sal.zaafar 07/08,best ctd 460/2
7959,"[26841, 29137, 90127]",3,[8068],1,[10035],1,0,-3651.7,,1,8,2008,1,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt.sal.bahloul 07/08,best ctd 460/2
7960,"[40346, 41830, 72980, 73471, 91616, 99079, 107144, 108073]",8,[8069],1,[9975],1,3,-2375.82,,4,8,2008,4,8,2008,paiementcheque,2474430,7891010056211,CTD,TNC,c 2474430 rgt/f.publizine,best ctd 460/2
7961,"[8867, 46558, 47725, 48542, 49086, 73587, 80102]",7,[8070],1,[9801],1,26,-5470489,,5,8,2008,5,8,2008,paiementcheque,2500092,7891010056211,CTD,TNC,c 2500092 rgt/f.gsm 06/08,best ctd 460/2
7962,"[13062, 93928]",2,[8071],1,[9967],1,4,-2412176,,5,8,2008,5,8,2008,paiementcheque,2474443,7891010056211,CTD,TNC,c 2474443 rgt/f.a..liquid,best ctd 460/2
7963,"[71866, 95880, 108667]",3,[8072],1,[9968],1,4,-3376.64,,5,8,2008,5,8,2008,paiementcheque,2474444,7891010056211,CTD,TNC,c 2474444 rgt/f.cpt amen,best ctd 460/2
7964,"[8289, 47104, 81107, 82105]",4,[8073],1,[10146],1,0,11700.0,,6,8,2008,6,8,2008,virement,,7891010056211,CTD,TNC,alim.usd/ctd 10000$,best ctd 460/2
7965,"[37000, 60628, 70278, 77832, 82987, 96095, 107439]",7,[8074],1,[10137],1,2,-856.3,,6,8,2008,6,8,2008,paiementcheque,2500023,7891010056211,CTD,TNC,c 2500023 rgt/quit.sonede,best ctd 460/2
7966,"[1003, 23974, 29198, 34249, 38096, 38518, 108233]",7,[8075],1,[10139],1,2,-2795753,,6,8,2008,6,8,2008,paiementcheque,2500126,7891010056211,CTD,TNC,c 2500126 rgt/f.otosure,best ctd 460/2
7967,"[30699, 44817, 127800]",3,[8076],1,[10147],1,0,23480.0,,7,8,2008,7,8,2008,virement,,7891010056211,CTD,TNC,alim.usd/ctd 20000$,best ctd 460/2
7968,"[54126, 73113, 76482, 78811, 84470, 84527, 90867, 95071]",8,[8077],1,[9971],1,6,-4292165,,7,8,2008,7,8,2008,paiementcheque,2474447,7891010056211,CTD,TNC,c 2474447 rgt/f.n.el houd,best ctd 460/2
7969,"[22218, 69859, 75197, 77129, 121391]",5,[8078],1,[9939],1,7,-1680.6,,7,8,2008,7,8,2008,paiementcheque,2500118,7891010056211,CTD,TNC,c 2500118 rgt/f.t.autorou,best ctd 460/2
7970,"[9758, 46556, 47377, 49913, 79461]",5,[8079],1,[10145],1,1,-305.0,,7,8,2008,7,8,2008,paiementcheque,2500131,7891010056211,CTD,TNC,c 2500131 rgt/f.a.nejib,best ctd 460/2
7971,"[35161, 69834, 78383]",3,[8080],1,[10136],1,3,-266.4,,7,8,2008,7,8,2008,paiementcheque,2500022,7891010056211,CTD,TNC,c 2500022 rgt/quit.steg,best ctd 460/2
7972,"[19757, 24870, 41016, 71458, 83632, 92596]",6,[8081],1,[10140],1,3,-10021.0,,7,8,2008,7,8,2008,paiementcheque,2500127,7891010056211,CTD,TNC,c 2500127 rgt/f.khalfalah,best ctd 460/2
7973,"[9817, 60536, 61575, 77033, 81570, 89144]",6,[8082],1,[10087],1,-6,-2791.25,,8,8,2008,8,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt/poly electric,best ctd 460/2
7974,"[9014, 59960, 78047, 119690]",4,[8083],1,[10088],1,-6,-1582.7,,8,8,2008,8,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt/ben taleb hamadi,best ctd 460/2
7975,"[1001, 13315, 35075, 35307, 41897, 74522, 78514, 91300, 101679]",9,[8084],1,[10142],1,7,-77994,,11,8,2008,11,8,2008,paiementcheque,2500125,7891010056211,CTD,TNC,c 2500125 rgt/t.rs 98801,best ctd 460/2
7976,"[8846, 50275, 55110, 72413, 75511, 79342, 84569]",7,[8085],1,[10144],1,6,-1760.0,,11,8,2008,11,8,2008,paiementcheque,2500129,7891010056211,CTD,TNC,c 2500129 rgt/f.b.jannet,best ctd 460/2
7977,"[47912, 56404, 85827, 104282]",4,[8086],1,[9965],1,11,-1336251,,12,8,2008,12,8,2008,paiementcheque,2474436,7891010056211,CTD,TNC,c 2474436 rgt/f.cdf,best ctd 460/2
7978,"[74362, 75398, 109478, 130149, 130163]",5,[8087],1,[9951],1,12,-1457.6,,12,8,2008,12,8,2008,paiementcheque,2500122,7891010056211,CTD,TNC,c 2500122 rgt/f.speed,best ctd 460/2
7979,"[68837, 71825, 76904]",3,[8088],1,[9931],1,14,-510.9,,12,8,2008,12,8,2008,paiementcheque,2500116,7891010056211,CTD,TNC,c 2500116 rgt/qui.steg,best ctd 460/2
7980,"[26084, 56847]",2,[8089],1,[10083],1,0,-752006,,12,8,2008,12,8,2008,virement,,7891010056211,CTD,TNC,virement mokhtar,best ctd 460/2
7981,"[27133, 49958, 70219, 73256, 73694]",5,[8090],1,[10089],1,0,84630.0,,14,8,2008,14,8,2008,virement,,7891010056211,CTD,TNC,alim.usd/ctd 70000$,best ctd 460/2
7982,"[9436, 9995, 82691, 90508]",4,[8091],1,[10085],1,0,-72787765,,14,8,2008,14,8,2008,paiementcheque,2500136,7891010056211,CTD,TNC,c 2500136 rgt/f.n.abid,best ctd 460/2
7983,"[24730, 33501, 34182, 48038]",4,[8092],1,[10093],1,0,-70002.0,,15,8,2008,15,8,2008,paiementeffet,,7891010056211,CTD,TNC,rgt/eff.equip 15/08/08,best ctd 460/2
7984,"[1005, 9907, 55112, 70037]",4,[8093],1,[10080],1,3,-283.5,,15,8,2008,15,8,2008,paiementcheque,2500132,7891010056211,CTD,TNC,c 2500132 rgt/f.t.bureau,best ctd 460/2
7985,"[10846, 32009, 46997, 70265, 74157, 104701]",6,[8094],1,[10092],1,0,84700.0,,15,8,2008,15,8,2008,virement,,7891010056211,CTD,TNC,alim.usd/ctd 70000$,best ctd 460/2
7986,"[33654, 40505, 58860]",3,[8095],1,[10090],1,3,-390.0,,18,8,2008,18,8,2008,paiementcheque,2500139,7891010056211,CTD,TNC,c 2500139 rgt/f.taduction,best ctd 460/2
7987,"[10193, 24350, 59804, 74952]",4,[8096],1,[10084],1,5,-41304679,,18,8,2008,18,8,2008,paiementcheque,2500135,7891010056211,CTD,TNC,c 2500135 rgt/f.b.hmida,best ctd 460/2
7988,"[13237, 36950, 57291, 73464]",4,[8097],1,[10082],1,6,-2558124,,18,8,2008,18,8,2008,paiementcheque,2500134,7891010056211,CTD,TNC,c 2500134 rgt/f.m.slama,best ctd 460/2
7989,"[9327, 33566, 46363, 52031, 74687]",5,[8098],1,[10096],1,0,54945.0,,18,8,2008,18,8,2008,virement,,7891010056211,CTD,TNC,alim.usd/ctd 45000$,best ctd 460/2
7990,"[1073, 9608, 70684, 80267, 122200]",5,[8099],1,[10095],1,0,61050.0,,18,8,2008,18,8,2008,virement,,7891010056211,CTD,TNC,alim.usd/ctd 50000$,best ctd 460/2
7991,"[12758, 39707, 66107, 75831]",4,[8100],1,[10094],1,4,-1690.0,,19,8,2008,19,8,2008,paiementcheque,2500138,7891010056211,CTD,TNC,c 2500138 rgt/f.b.janette,best ctd 460/2
7992,"[33500, 82372, 92025]",3,[8101],1,[10091],1,4,-1950006,,19,8,2008,19,8,2008,paiementcheque,2500140,7891010056211,CTD,TNC,c 2500140 rem/expences,best ctd 460/2
7993,"[10454, 73812, 76780, 90734, 100257]",5,[8102],1,[10141],1,16,-333886,,20,8,2008,20,8,2008,paiementcheque,2500128,7891010056211,CTD,TNC,c 2500128 rgt/f.rmb,best ctd 460/2
7994,"[9365, 11265, 41650, 48417, 67361, 79901, 84505, 85146, 104809]",9,[8103],1,[9976],1,20,-43410937,,21,8,2008,21,8,2008,paiementcheque,2474450,7891010056211,CTD,TNC,c 2474450 rgt/l.s.base,best ctd 460/2
7995,"[46832, 55288, 79026, 84761, 109877]",5,[8104],1,[9972],1,20,-11820.6,,21,8,2008,21,8,2008,paiementcheque,2474449,7891010056211,CTD,TNC,c 2474449 rgt/f.el bezi,best ctd 460/2
7996,"[30388, 41139, 42924, 55856, 72263, 92048, 96054]",7,[8105],1,[10101],1,0,-2002.0,,22,8,2008,22,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt/conge bfg 07,best ctd 460/2
7997,"[30388, 41139, 42924, 55856, 72263, 92048, 96054]",7,[8106],1,[10102],1,0,-2502.0,,22,8,2008,22,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt/conge abdoul 07,best ctd 460/2
7998,"[30388, 41139, 42924, 55856, 72263, 92048, 96054]",7,[8107],1,[10103],1,0,-2002.0,,22,8,2008,22,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt/conge bob 07,best ctd 460/2
7999,"[30388, 41139, 42924, 55856, 72263, 92048, 96054]",7,[8108],1,[10104],1,0,-2240991,,22,8,2008,22,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt/conge cherif 07,best ctd 460/2
8000,"[30388, 41139, 42924, 55856, 72263, 92048, 96054]",7,[8109],1,[10105],1,0,-1102.0,,22,8,2008,22,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt/conge hlima07,best ctd 460/2
8001,"[30388, 41139, 42924, 55856, 72263, 92048, 96054]",7,[8110],1,[10106],1,0,-752.0,,22,8,2008,22,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt/conge mechichi 07,best ctd 460/2
8002,"[30388, 41139, 42924, 55856, 72263, 92048, 96054]",7,[8111],1,[10107],1,0,-952.0,,22,8,2008,22,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt/conge herzi 07,best ctd 460/2
8003,"[30388, 41139, 42924, 55856, 72263, 92048, 96054]",7,[8112],1,[10108],1,0,-802.0,,22,8,2008,22,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt/conge anwar 07,best ctd 460/2
8004,"[30388, 41139, 42924, 55856, 72263, 92048, 96054]",7,[8113],1,[10109],1,0,-1102.0,,22,8,2008,22,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt/conge nejla07,best ctd 460/2
8005,"[30388, 41139, 42924, 55856, 72263, 92048, 96054]",7,[8114],1,[10110],1,0,-502.0,,22,8,2008,22,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt/conge monia07,best ctd 460/2
8006,"[30388, 41139, 42924, 55856, 72263, 92048, 96054]",7,[8115],1,[10111],1,0,-402.0,,22,8,2008,22,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt/conge ahmed 07,best ctd 460/2
8007,"[30388, 41139, 42924, 55856, 72263, 92048, 96054]",7,[8116],1,[10112],1,0,-602.0,,22,8,2008,22,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt/conge moncef 07,best ctd 460/2
8008,"[30388, 41139, 42924, 55856, 72263, 92048, 96054]",7,[8117],1,[10114],1,0,-269.0,,22,8,2008,22,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt/conge amira07,best ctd 460/2
8009,"[30388, 41139, 42924, 55856, 72263, 92048, 96054]",7,[8118],1,[10115],1,0,-502.0,,22,8,2008,22,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt/conge ridha07,best ctd 460/2
8010,"[30388, 41139, 42924, 55856, 72263, 92048, 96054]",7,[8119],1,[10116],1,0,-702.0,,22,8,2008,22,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt/conge lazreg 07,best ctd 460/2
8011,"[30388, 41139, 42924, 55856, 72263, 92048, 96054]",7,[8120],1,[10117],1,0,-2002.0,,22,8,2008,22,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt/conge geata07,best ctd 460/2
8012,"[30388, 41139, 42924, 55856, 72263, 92048, 96054]",7,[8121],1,[10118],1,0,-152.0,,22,8,2008,22,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt/conge jabeur 07,best ctd 460/2
8013,"[30388, 41139, 42924, 55856, 72263, 92048, 96054]",7,[8122],1,[10119],1,0,-111.0,,22,8,2008,22,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt/conge yosra07,best ctd 460/2
8014,"[30388, 41139, 42924, 55856, 72263, 92048, 96054]",7,[8123],1,[10120],1,0,-202.0,,22,8,2008,22,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt/conge knani 07,best ctd 460/2
8015,"[30388, 41139, 42924, 55856, 72263, 92048, 96054]",7,[8124],1,[10113],1,0,-302.0,,22,8,2008,22,8,2008,virtemiscomp,,7891010056211,CTD,TNC,virt/conge fatma07,best ctd 460/2
8016,"[10470, 36383, 71513, 75254]",4,[8125],1,[10100],1,0,-9000.0,,22,8,2008,22,8,2008,paiementcheque,2500141,7891010056211,CTD,TNC,c 2500141 pret personnel,best ctd 460/2
8017,"[1002, 20020, 28933, 73815, 97763, 109751]",6,[8126],1,[10138],1,18,-1717277,,22,8,2008,22,8,2008,paiementcheque,2500024,7891010056211,CTD,TNC,c 2500024 rgt/quit.ptt,best ctd 460/2
8018,"[8310, 55589, 57173, 60082, 73852, 111474]",6,[8127],1,[10097],1,4,-10000.0,,25,8,2008,25,8,2008,paiementcheque,2474380,7891010056211,CTD,TNC,c 2474380 rgt/f.total,best ctd 460/2
