OcrRecordIndex,TransactionIndex,NumTransactionIndices,Document_Type,Amount,Company,Day,Month,Year,Document_Number,PurchaseOrder_Number,Cheque_Number
71248,"[5258, 13621, 3136, 15435]",4,Cheque,700000,MISSING NAME,24,1,2007,2155275,NoPurchaseOrderNumberField,NoChequeNumberField
71249,"[3286, 12158, 7570, 4712]",4,Receipt,423220,NA Solid Petroserve Ltd,10,8,2004,445106,NoPurchaseOrderNumberField,NoChequeNumberField
71254,"[13978, 1395]",2,Cheque,1544000,SPE,10,4,2006,957057,NoPurchaseOrderNumberField,NoChequeNumberField
71257,"[10508, 12690, 6110, 17868, 7309]",5,Cheque,100000000,Equip Petrol,10,9,2009,2750978,NoPurchaseOrderNumberField,NoChequeNumberField
71258,"[5255, 12101, 3110, 3111, 3112, 3109, 3115, 3114, 3113, 3119, 3120, 3121, 3122, 3116, 3118, 3124, 3125, 3123, 3117, 19611, 13763]",21,Cheque,1405266,MISSING NAME,24,1,2007,2155278,NoPurchaseOrderNumberField,NoChequeNumberField
71262,"[5122, 6158, 14666]",3,Invoice/Facture,212100,Societe Tunisienne de l'Electricite du Gaz,15,10,2010,MISSING,MISSING,NoChequeNumberField
71265,"[13976, 3570, 4367, 7142]",4,Cheque,338980,Steg,9,5,2011,3392407,NoPurchaseOrderNumberField,NoChequeNumberField
71266,"[7347, 5732, 9877, 4578]",4,Cheque,3438707,UNREADABLE NAME,12,5,2008,2394724,NoPurchaseOrderNumberField,NoChequeNumberField
71269,"[6632, 130, 19293]",3,Cheque,1680000,MISSING NAME,7,1,2008,2394307,NoPurchaseOrderNumberField,NoChequeNumberField
71270,,,Receipt,19997,BHM Promogro,NaN,NaN,NaN,MISSING,NoPurchaseOrderNumberField,NoChequeNumberField
71271,"[3298, 9324, 2176, 19236]",4,Cheque,MISSING,MISSING NAME,27,1,2005,925432,NoPurchaseOrderNumberField,NoChequeNumberField
71273,"[12674, 10504, 18153]",3,Cheque,5825033,UNREADABLE NAME,13,9,2010,3257046,NoPurchaseOrderNumberField,NoChequeNumberField
71278,"[13788, 3178, 15265]",3,Invoice/Facture,200480471,ENI Tunisia BV Succursale de Tunis,24,2,2006,SOL/WT/0016/06,MISSING,NoChequeNumberField
71279,"[3691, 12082, 2572]",3,Cheque,68862,MISSING NAME,3,10,2005,909061,NoPurchaseOrderNumberField,NoChequeNumberField
71280,[39],1,Cheque,2750000,MISSING NAME,27,11,2008,2604002,NoPurchaseOrderNumberField,NoChequeNumberField
71282,"[4943, 17146]",2,Cheque,1000000,MISSING NAME,13,10,2006,2091971,NoPurchaseOrderNumberField,NoChequeNumberField
71287,"[19488, 18173, 19142]",3,Receipt,15500,Founoun,26,8,2003,2209,NoPurchaseOrderNumberField,NoChequeNumberField
71288,"[10287, 2930, 2035, 5976, 14359]",5,Cheque,5727731,CDF,1,8,2009,2634792,NoPurchaseOrderNumberField,NoChequeNumberField
71289,"[9714, 5709, 7303, 12073, 2535]",5,Cheque,174768,Express Engineering Services,6,5,2009,2677055,NoPurchaseOrderNumberField,NoChequeNumberField
71293,"[1480, 18940, 4301, 18315, 2384, 128, 8953]",7,Invoice/Facture,280200,USP,22,4,2005,FVT00891,MISSING,NoChequeNumberField
71294,"[7005, 11879, 17786, 18014]",4,Invoice/Facture,1050.00,ENI Tunisia BV Succursale de Tunis,3,6,2005,sol/wt/0032/05,500042&500055,NoChequeNumberField
71295,"[1957, 14323, 18759, 2684, 3690]",5,Cheque,1900000,MISSING NAME,21,6,2004,982926,NoPurchaseOrderNumberField,NoChequeNumberField
71297,"[5259, 15440, 13791, 3081]",4,Cheque,13500000,UNREADABLE NAME,25,1,2007,2155280,NoPurchaseOrderNumberField,NoChequeNumberField
71299,"[9731, 1865, 14140, 4558, 2542]",5,Cheque,4939805,SLUM,14,6,2009,2155094,NoPurchaseOrderNumberField,NoChequeNumberField
71303,"[3104, 19601, 13608, 5254]",4,Cheque,1500000,MISSING NAME,17,1,2005,918066,NoPurchaseOrderNumberField,NoChequeNumberField
71305,"[4769, 309, 16263, 2774, 3818, 14351, 16910]",7,Cheque,442125,MISSING NAME,28,8,2006,2091891,NoPurchaseOrderNumberField,NoChequeNumberField
71307,"[6660, 4314, 11707, 15740, 9136]",5,Cheque,3274546,Techno Flex,17,1,2008,2394493,NoPurchaseOrderNumberField,NoChequeNumberField
71310,[13389],1,Cheque,44646025,Sohartram Gabes,11,1,2011,3302141,NoPurchaseOrderNumberField,NoChequeNumberField
71313,"[6097, 3890, 2068, 19120]",4,Cheque,MISSING,Tunis Telecom,26,8,2007,2317862,NoPurchaseOrderNumberField,NoChequeNumberField
71318,,,Cheque,126000,UNREADABLE NAME,2,5,2003,572380,NoPurchaseOrderNumberField,NoChequeNumberField
71320,"[19892, 3490, 7620, 7647, 7662, 1682]",6,Invoice/Facture,687800,Teletec Catering,3,5,2011,FAC-110060,MISSING,NoChequeNumberField
71326,"[4318, 2328, 1470, 15759, 6634, 17988]",6,Cheque,MISSING,UNREADABLE NAME,14,4,2006,943621,NoPurchaseOrderNumberField,NoChequeNumberField
71330,,,Cheque,MISSING,UNREADABLE NAME,8,2,2010,2470186,NoPurchaseOrderNumberField,NoChequeNumberField
71332,"[7601, 16948, 2794]",3,Receipt,106770.30,UNREADABLE NAME,19,3,2003,MISSING,NoPurchaseOrderNumberField,NoChequeNumberField
71334,"[2256, 3284, 11511]",3,Cheque,3085800,Tunis Telecom,6,6,2003,807768,NoPurchaseOrderNumberField,NoChequeNumberField
71335,"[2629, 1936, 19368, 19369, 19779]",5,Invoice/Facture,20772010,Teletec,19,5,2008,800180,MISSING,NoChequeNumberField
71336,"[10120, 2865, 17132]",3,Cheque,194700,Steg,24,7,2009,2634782,NoPurchaseOrderNumberField,NoChequeNumberField
71337,"[15139, 19162, 6389, 8204, 18870]",5,Cheque,501200,Steg,1,12,2011,3521173,NoPurchaseOrderNumberField,NoChequeNumberField
71344,"[14983, 18150, 18868]",3,Cheque,3152838,UNREADABLE NAME,19,10,2011,3494095,NoPurchaseOrderNumberField,NoChequeNumberField
71347,"[4883, 5979, 554, 10127]",4,Cheque,1425660,HBC,18,9,2006,2091798,NoPurchaseOrderNumberField,NoChequeNumberField
71348,"[2088, 19759, 10292, 17178, 3907, 18075]",6,Cheque,451250,MISSING NAME,31,12,2003,807724,NoPurchaseOrderNumberField,NoChequeNumberField
71349,"[4713, 19058, 18389, 3733, 2650]",5,Cheque,2079944,T. Telecom,24,7,2006,1600127,NoPurchaseOrderNumberField,NoChequeNumberField
71351,"[7302, 19334]",2,Cheque,4806983,Tagati,10,4,2008,2394572,NoPurchaseOrderNumberField,NoChequeNumberField
71352,"[6846, 15766, 6854, 9071, 1620, 19866, 5576]",7,Cheque,MISSING,MISSING NAME,19,2,2008,2394521,NoPurchaseOrderNumberField,NoChequeNumberField
71353,"[10917, 15163, 19192]",3,Cheque,2017180,Promogro,4,11,2009,3066384,NoPurchaseOrderNumberField,NoChequeNumberField
71355,"[2026, 9929, 6700, 16252]",4,Cheque,373600,MISSING NAME,8,12,2003,807709,NoPurchaseOrderNumberField,NoChequeNumberField
71357,"[4331, 17197, 6862, 1602]",4,Cheque,835500,MISSING NAME,10,5,2006,952239,NoPurchaseOrderNumberField,NoChequeNumberField
71359,"[5347, 19251, 17206, 18718, 4127]",5,Cheque,5082800,Naquai Tunsi,13,2,2007,2155221,NoPurchaseOrderNumberField,NoChequeNumberField
71361,"[2873, 6002, 17608, 17115]",4,Cheque,258200,Steg,11,10,2004,1000444,NoPurchaseOrderNumberField,NoChequeNumberField
71364,"[4251, 1487, 6714, 9121, 2404, 19645, 19644]",7,Cheque,300000,MISSING NAME,21,4,2006,943643,NoPurchaseOrderNumberField,NoChequeNumberField
71366,"[9373, 18307]",2,Cheque,3317451,ETS Ben Romdhane,18,3,2009,2635082,NoPurchaseOrderNumberField,NoChequeNumberField
71368,[13964],1,Cheque,MISSING,CDF,3,5,2011,3392336,NoPurchaseOrderNumberField,NoChequeNumberField
71371,"[13954, 3568, 7043]",3,Cheque,5008000,MISSING NAME,11,5,2011,3392405,NoPurchaseOrderNumberField,NoChequeNumberField
71373,"[9991, 2759, 16922, 12355, 16531]",5,Cheque,372248,MISSING NAME,1,7,2009,2634695,NoPurchaseOrderNumberField,NoChequeNumberField
71376,"[1888, 4584, 3484, 19360, 9759, 137, 5693]",7,Cheque,424016,MISSING NAME,26,9,2003,794887,NoPurchaseOrderNumberField,NoChequeNumberField
71378,"[6642, 18973, 2398, 8972, 19649, 4315]",6,Cheque,417949,MISSING NAME,14,NaN,2008,2394475,NoPurchaseOrderNumberField,NoChequeNumberField
71379,"[12704, 10509, 10511, 7353, 17880, 6111]",6,Cheque,3844263,R&K Metal,17,9,2010,3257055,NoPurchaseOrderNumberField,NoChequeNumberField
71383,"[3328, 1345, 2310, 5396, 4132]",5,Cheque,193300,MISSING NAME,19,5,2005,925474,NoPurchaseOrderNumberField,NoChequeNumberField
71386,"[1840, 15931, 31, 14001, 5649]",5,Invoice/Facture,1497300,EMK SA,8,6,2006,60637,MISSING,NoChequeNumberField
71388,"[6154, 18486, 414]",3,Cheque,4883627,Tunisiana SA,18,9,2007,2317770,NoPurchaseOrderNumberField,NoChequeNumberField
71389,"[7325, 9699, 2556, 19357, 3648, 18062, 4548]",7,Cheque,1173135,UNREADABLE NAME,2,8,2008,2394700,NoPurchaseOrderNumberField,NoChequeNumberField
71393,"[3395, 4138, 2316, 11714]",4,Cheque,1095343,MISSING NAME,18,5,2005,925465,NoPurchaseOrderNumberField,NoChequeNumberField
71397,"[1827, 5668, 12061]",3,Cheque,500000,MISSING NAME,4,9,2003,794861,NoPurchaseOrderNumberField,NoChequeNumberField
71398,"[10090, 19080, 18403, 16942]",4,Invoice/Facture,6905.80,Maretap SA,21,8,2006,sol/wl/0130/06,MISSING,NoChequeNumberField
71400,"[3427, 9379, 6726, 5575, 11874, 1549]",6,Cheque,990000,OK Restaurant SA,13,6,2005,901600,NoPurchaseOrderNumberField,NoChequeNumberField
71402,[8393],1,Cheque,633033,MISSING NAME,21,10,2008,2500194,NoPurchaseOrderNumberField,NoChequeNumberField
71406,"[10763, 14979, 18224]",3,Cheque,300300,Air Liquide Tunisie Services,1,10,2009,2801203,NoPurchaseOrderNumberField,NoChequeNumberField
71407,"[2640, 16238, 94, 373, 4614, 18378]",6,Cheque,306801,MISSING NAME,5,8,2004,874169,NoPurchaseOrderNumberField,NoChequeNumberField
71409,"[9214, 1501, 3348, 3350]",4,Cheque,8717350,MISSING NAME,26,2,NaN,2635056,NoPurchaseOrderNumberField,NoChequeNumberField
71414,"[2930, 10287, 2035, 5976, 14359]",5,Cheque,1000000,MISSING NAME,2,11,2004,901733,NoPurchaseOrderNumberField,NoChequeNumberField
71416,"[1865, 14140, 9731, 4558, 2542]",5,Cheque,3316875,Total Tunisie,11,9,2003,794809,NoPurchaseOrderNumberField,NoChequeNumberField
71417,"[10285, 18080]",2,Invoice/Facture,1639531,Thyna Petroleum Services,7,7,2008,166/142/185,MISSING,NoChequeNumberField
71421,"[11708, 4056, 5384, 2273, 3479]",5,Cheque,3062500,Tunisia Factoring,2,7,2005,UNREADABLE,NoPurchaseOrderNumberField,NoChequeNumberField
71422,"[13633, 15250, 3179]",3,Invoice/Facture,6776220,ENI Tunisia BV Succursale de Tunis,24,2,2006,SOL/WT/0015/06,MISSING,NoChequeNumberField
71424,"[13328, 10960, 19527]",3,Cheque,5014241,E Auto,26,11,2010,3257127,NoPurchaseOrderNumberField,NoChequeNumberField
71426,"[7604, 2864, 4823]",3,Cheque,16450682,ETS Bezi,17,6,2008,2500062,NoPurchaseOrderNumberField,NoChequeNumberField
71433,"[6696, 5458, 13797, 1425, 18734, 4067, 4076, 19635]",8,Cheque,2296167,ETS,21,1,2008,2394315,NoPurchaseOrderNumberField,NoChequeNumberField
71434,"[5354, 2095, 19253, 9502, 4060]",5,Cheque,MISSING,Hotel,1,2,2005,879497,NoPurchaseOrderNumberField,NoChequeNumberField
71438,"[14168, 4596, 7352, 2607, 19704, 19051]",6,Cheque,1570535,Promogro,21,6,2001,3392392,NoPurchaseOrderNumberField,NoChequeNumberField
71441,"[12686, 7343, 17872, 18161]",4,Cheque,9850300,Bezi Transport,17,9,2010,3257054,NoPurchaseOrderNumberField,NoChequeNumberField
71443,"[14137, 9734, 2533, 4601]",4,Cheque,12931060,UNREADABLE NAME,13,6,2011,3392375,NoPurchaseOrderNumberField,NoChequeNumberField
71445,"[2680, 1995, 9926, 3739, 5816, 19374]",6,Cheque,318299,MISSING NAME,27,8,2004,882938,NoPurchaseOrderNumberField,NoChequeNumberField
71448,"[14120, 4451, 19799, 2471, 1823, 184, 5641]",7,Cheque,1500300,Beta Pub,8,6,2011,3392446,NoPurchaseOrderNumberField,NoChequeNumberField
71449,"[9541, 4490, 1784]",3,Cheque,226512091,CNSS,8,4,2009,2635271,NoPurchaseOrderNumberField,NoChequeNumberField
71451,"[12842, 5020, 7833]",3,Cheque,5024171,UNREADABLE NAME,18,9,2010,3257064,NoPurchaseOrderNumberField,NoChequeNumberField
71452,"[2460, 19683, 13996, 5630, 1786]",5,Cheque,3727120,Ariana Logistics,15,6,2004,870306,NoPurchaseOrderNumberField,NoChequeNumberField
71455,"[5364, 13472, 17208, 18719, 4033]",5,Invoice/Facture,901000,VoyageAir SARL,8,3,2003,411/03,MISSING,NoChequeNumberField
71456,"[6661, 4242, 2362, 1495]",4,Cheque,5798019,UNREADABLE NAME,11,1,2008,2394453,NoPurchaseOrderNumberField,NoChequeNumberField
71458,"[5050, 19452, 7972]",3,Cheque,MISSING,MISSING NAME,9,11,2006,2092034,NoPurchaseOrderNumberField,NoChequeNumberField
71464,[12709],1,Cheque,436300,UNREADABLE NAME,3,3,2010,3240590,NoPurchaseOrderNumberField,NoChequeNumberField
71466,"[8550, 15177, 8551]",3,Cheque,390575,MISSING NAME,6,11,2008,2500223,NoPurchaseOrderNumberField,NoChequeNumberField
71471,"[13763, 12101, 5255, 3110, 3111, 3112, 3109, 3115, 3114, 3113, 3119, 3120, 3121, 3122, 3116, 3118, 3124, 3125, 3123, 3117, 19611]",21,Cheque,420300,ETS Bali Lassaad,28,3,2011,3360963,NoPurchaseOrderNumberField,NoChequeNumberField
71474,"[11693, 3219, 2216, 5358, 17756]",5,Cheque,13685000,SW Services,16,8,2010,3066310,NoPurchaseOrderNumberField,NoChequeNumberField
71475,"[1888, 4584, 3484, 19360, 9759, 137, 5693]",7,Cheque,124016,MISSING NAME,26,9,2003,794887,NoPurchaseOrderNumberField,NoChequeNumberField
71477,[421],1,Cheque,3800000,MISSING NAME,30,10,2009,2499805,NoPurchaseOrderNumberField,NoChequeNumberField
71480,[12665],1,Cheque,3276830,R&K Metal,31,8,2010,3240572,NoPurchaseOrderNumberField,NoChequeNumberField
71482,"[3744, 1923, 9934]",3,Cheque,248000,Swodecok,17,10,2005,918082,NoPurchaseOrderNumberField,NoChequeNumberField
71484,"[3153, 15255, 13754]",3,Cheque,977922,SNP,28,1,2005,931525,NoPurchaseOrderNumberField,NoChequeNumberField
71487,"[9315, 3361, 1537]",3,Cheque,2460299,MISSING NAME,6,3,2009,2635068,NoPurchaseOrderNumberField,NoChequeNumberField
71488,"[1970, 14313, 2671, 5848, 17672, 9899, 4719]",7,Cheque,3910000,MISSING NAME,17,11,2003,807752,NoPurchaseOrderNumberField,NoChequeNumberField
71490,"[6391, 15192, 10925, 19825]",4,Cheque,665000,UNREADABLE NAME,29,11,2007,2394394,NoPurchaseOrderNumberField,NoChequeNumberField
71492,"[3634, 19783, 14003]",3,Invoice/Facture,210300,Sangho Tataouine,11,6,2006,1474,NoPurchaseOrderNumberField,NoChequeNumberField
71493,"[2292, 13799, 4027, 5360, 11567, 17504, 19628]",7,Cheque,500000,MISSING NAME,21,3,2004,807790,NoPurchaseOrderNumberField,NoChequeNumberField
71498,"[6671, 1483, 4253, 15735, 2395]",5,Cheque,13231326,CPT el Amen,11,1,2008,2394458,NoPurchaseOrderNumberField,NoChequeNumberField
71501,"[9357, 6835, 5616, 2423, 19663]",5,Cheque,168484,Colman,6,3,2009,2635024,NoPurchaseOrderNumberField,NoChequeNumberField
71502,"[2519, 1852, 14130, 4504, 9718]",5,Cheque,720000,MISSING NAME,1,7,2004,874075,NoPurchaseOrderNumberField,NoChequeNumberField
71506,"[5979, 4883, 554, 10127]",4,Cheque,3180000,MISSING NAME,2,8,2007,2317816,NoPurchaseOrderNumberField,NoChequeNumberField
71507,"[6529, 8397, 13349]",3,Cheque,64593624,UNREADABLE NAME,10,12,2007,2394409,NoPurchaseOrderNumberField,NoChequeNumberField
71508,"[1489, 8958, 4299, 18946, 2399, 598, 6820]",7,Cheque,200000,UNREADABLE NAME,14,3,2003,738384,NoPurchaseOrderNumberField,NoChequeNumberField
71511,[8808],1,Cheque,18025800,MISSING NAME,30,12,2008,2634954,NoPurchaseOrderNumberField,NoChequeNumberField
71512,"[14823, 10753, 5161, 18175]",4,Cheque,2541308,Poly Aluminium,19,10,2011,3494105,NoPurchaseOrderNumberField,NoChequeNumberField
71513,"[8016, 5044]",2,Cheque,9000000,MISSING NAME,22,8,2008,2500141,NoPurchaseOrderNumberField,NoChequeNumberField
71515,[12026],1,Invoice/Facture,49325184,SW Services,5,5,2010,3195739,NoPurchaseOrderNumberField,NoChequeNumberField
71517,"[5722, 1878, 15980, 17601, 4570]",5,Cheque,723000,MISSING NAME,4,6,2007,2165066,NoPurchaseOrderNumberField,NoChequeNumberField
71518,"[14798, 12868, 17922]",3,Cheque,1003008,MISSING NAME,12,10,2011,3494169,NoPurchaseOrderNumberField,NoChequeNumberField
71520,[12877],1,Cheque,255374089,CNSS,15,10,2010,3257172,NoPurchaseOrderNumberField,NoChequeNumberField
71523,"[14485, 2766, 16960, 19087, 18413]",5,Invoice/Facture,173210,Bureau Tout,2,7,2009,F9009645,MISSING,NoChequeNumberField
71525,[3924],1,Cheque,6310008,UNREADABLE NAME,26,12,2005,925548,NoPurchaseOrderNumberField,NoChequeNumberField
71528,"[7154, 13975, 5617, 3575]",4,Cheque,6300000,UNREADABLE NAME,3,4,2008,2394660,NoPurchaseOrderNumberField,NoChequeNumberField
71530,"[5204, 55]",2,Cheque,540000,M Le Reqeuew des Finances,2,7,2007,2155236,NoPurchaseOrderNumberField,NoChequeNumberField
71532,"[11157, 6603]",2,Cheque,460600,Sheraton Tunis Hotel & Towers,22,12,2009,3066500,NoPurchaseOrderNumberField,NoChequeNumberField
71534,"[4682, 18335, 14180]",3,Cheque,199600,Stey,29,8,2005,932999,NoPurchaseOrderNumberField,NoChequeNumberField
71537,"[2579, 9705, 14127, 7322, 5673, 3647, 532, 4518, 4519, 4520, 4521, 4522, 4523, 4524, 4525, 4526, 4527, 4547, 4528, 4529, 4530, 4537, 4531, 4532, 4533, 4534, 4384, 4385, 4546, 4538, 4539, 4540, 4541, 4542, 4543, 4544, 4545]",37,Cheque,847847,MISSING NAME,14,7,2004,874111,NoPurchaseOrderNumberField,NoChequeNumberField
71538,"[1676, 2401, 4355, 7035, 3487]",5,Cheque,4407728,Tunis Telecom,24,6,2003,754235,NoPurchaseOrderNumberField,NoChequeNumberField
71542,[8580],1,Cheque,2800000,MISSING NAME,15,11,2008,2634920,NoPurchaseOrderNumberField,NoChequeNumberField
71544,"[4007, 17941, 11469, 19287, 3079, 2199]",6,Cheque,57860070,CNSS,16,1,2006,MISSING,NoPurchaseOrderNumberField,NoChequeNumberField
71545,"[1918, 3732, 9917, 18078, 19708]",5,Cheque,121200,MISSING NAME,8,10,2003,794894,NoPurchaseOrderNumberField,NoChequeNumberField
71546,"[9569, 4466, 2470, 1794, 18041, 181, 14129]",7,Cheque,4480300,Topnet SA,15,4,2009,2635130,NoPurchaseOrderNumberField,NoChequeNumberField
71553,"[13009, 17471, 18200]",3,Cheque,4257570,ETS Ben Hamida Mustapha,15,10,2010,3257182,NoPurchaseOrderNumberField,NoChequeNumberField
71554,"[7367, 4249, 18943, 2391, 568, 8956]",6,Cheque,652300,Sheraton Tunis Hotel & Towers,11,1,2008,2394467,NoPurchaseOrderNumberField,NoChequeNumberField
71555,"[6033, 12651]",2,Cheque,1738638,Bureau Plus,26,8,2007,2317921,NoPurchaseOrderNumberField,NoChequeNumberField
71557,"[6976, 15758, 3423, 1555, 9360, 5606, 6875]",7,Cheque,665200,Steg,25,2,2008,2394342,NoPurchaseOrderNumberField,NoChequeNumberField
71558,"[1500, 3316, 9211]",3,Cheque,464500,MISSING NAME,18,3,2003,738298,NoPurchaseOrderNumberField,NoChequeNumberField
71560,"[10309, 4936, 18085, 2951]",4,Cheque,6051850,Tunisiana SA,20,8,2009,2801155,NoPurchaseOrderNumberField,NoChequeNumberField
71562,"[4634, 14327]",2,Invoice/Facture,148000,Societe Hotel Les Arcades,10,8,2004,205826,MISSING,NoChequeNumberField
71564,"[6818, 15788, 1619, 5607]",4,Cheque,10000,MISSING NAME,6,2,2008,2394601,NoPurchaseOrderNumberField,NoChequeNumberField
71566,"[116, 102]",2,Cheque,111900,G Tulip,3,10,2011,3163704,NoPurchaseOrderNumberField,NoChequeNumberField
71567,"[2988, 14664, 18843, 5066]",4,Cheque,839395,ESS,24,11,2004,908981,NoPurchaseOrderNumberField,NoChequeNumberField
71568,"[14157, 1857, 9736, 4553, 2552]",5,Cheque,320000,Publizine,13,6,2011,3392382,NoPurchaseOrderNumberField,NoChequeNumberField
71573,"[10306, 2957, 18100, 17865]",4,Cheque,42133675,MISSING NAME,24,8,2009,2801160,NoPurchaseOrderNumberField,NoChequeNumberField
71574,,,Cheque,579839,MISSING NAME,7,3,2006,933022,NoPurchaseOrderNumberField,NoChequeNumberField
71582,"[19607, 13615, 17947, 3144]",4,Invoice/Facture,15200,STE Tunisienne d'Industrie et de Commerce,24,2,2003,FACTC002,MISSING,NoChequeNumberField
71584,[6367],1,Cheque,50000000,UNREADABLE NAME,8,11,2007,2394280,NoPurchaseOrderNumberField,NoChequeNumberField
71588,"[1656, 3657, 17789, 11888, 2410, 7012]",6,Cheque,550320,MISSING NAME,27,6,2003,754236,NoPurchaseOrderNumberField,NoChequeNumberField
71590,"[2474, 9544, 4452, 1796, 18046, 14124]",6,Cheque,4080000,MISSING NAME,17,6,2004,870318,NoPurchaseOrderNumberField,NoChequeNumberField
71599,"[15731, 6654, 5475, 8981, 4296, 18978]",6,Cheque,2596000,MISSING NAME,2,4,2012,3593339,NoPurchaseOrderNumberField,NoChequeNumberField
71600,"[14329, 1859, 12052, 9746, 132, 2555]",6,Cheque,1080000,M Le Reqeuew des Finances,13,6,2011,3392389,NoPurchaseOrderNumberField,NoChequeNumberField
71602,"[7588, 19744, 4811, 3859, 17063, 2891, 19407]",7,Cheque,928080,MISSING NAME,NaN,NaN,NaN,2500047,NoPurchaseOrderNumberField,NoChequeNumberField
71608,"[9125, 17261, 4352, 15783, 6971]",5,Cheque,16523166,GTS,23,2,2008,2677090,NoPurchaseOrderNumberField,NoChequeNumberField
71609,"[156, 1674, 18663]",3,Cheque,1000000,MISSING NAME,8,7,2003,764245,NoPurchaseOrderNumberField,NoChequeNumberField
71610,"[2432, 19329, 11947, 7193, 4420]",5,Cheque,75000,MISSING NAME,4,6,2004,870284,NoPurchaseOrderNumberField,NoChequeNumberField
71615,"[3581, 522, 11697, 11700, 4072, 2235]",6,Cheque,2840200,MISSING NAME,12,5,2005,925443,NoPurchaseOrderNumberField,NoChequeNumberField
71617,"[7808, 17182, 17671, 5814, 18846]",5,Cheque,MISSING,Assurance,21,10,2006,2091945,NoPurchaseOrderNumberField,NoChequeNumberField
71620,"[1848, 15977]",2,Invoice/Facture,488300,Wincom,13,6,2011,FC/L008709,MISSING,NoChequeNumberField
71622,"[3711, 2586, 18044]",3,Cheque,304600,Steg,3,10,2005,909063,NoPurchaseOrderNumberField,NoChequeNumberField
71625,"[5632, 6991, 3526, 19290]",4,Cheque,17349222,MISSING NAME,7,4,2007,2165098,NoPurchaseOrderNumberField,NoChequeNumberField
71627,"[12062, 18308, 1831]",3,Receipt,1512746,MISSING NAME,NaN,NaN,NaN,15,MISSING,NoChequeNumberField
71631,"[14193, 3737]",2,Cheque,206800,Foodis SARL,1,7,2011,3332283,NoPurchaseOrderNumberField,NoChequeNumberField
71634,"[19004, 1525, 3410, 15742, 9317]",5,Invoice/Facture,88800,Afrika Info Diffusion,16,2,2011,FC000029,MISSING,NoChequeNumberField
71635,"[2380, 1349, 3337, 4133]",4,Cheque,1000000,MISSING NAME,16,4,2009,801337,NoPurchaseOrderNumberField,NoChequeNumberField
71639,"[14477, 2772, 16934, 19068, 10071]",5,Cheque,200000,UNREADABLE NAME,8,8,2011,3332322,NoPurchaseOrderNumberField,NoChequeNumberField
71641,"[4316, 18989, 6694, 4308, 9133]",5,Cheque,MISSING,MISSING NAME,2,5,2006,943672,NoPurchaseOrderNumberField,NoChequeNumberField
71644,"[6994, 4339, 11880, 1689, 17236]",5,Cheque,30000000,Ariana Logistics,17,4,2007,2229768,NoPurchaseOrderNumberField,NoChequeNumberField
71646,"[10428, 592, 7029, 4992, 19085]",5,Cheque,2000000,MISSING NAME,3,9,2004,2801172,NoPurchaseOrderNumberField,NoChequeNumberField
71649,[11130],1,Cheque,1157150,Comptoir el Amen,7,12,2009,3066315,NoPurchaseOrderNumberField,NoChequeNumberField
71650,"[4406, 18636, 1714]",3,Cheque,340000,MISSING NAME,23,1,2006,952277,NoPurchaseOrderNumberField,NoChequeNumberField
71653,"[9500, 19661, 5554, 6832]",4,Cheque,4725787,MISSING NAME,31,3,2009,2635260,NoPurchaseOrderNumberField,NoChequeNumberField
71658,"[2782, 19392, 16894, 4782, 12302, 18795]",6,Cheque,220200,Peanet Tunisie,21,9,2004,1000379,NoPurchaseOrderNumberField,NoChequeNumberField
71659,"[10739, 3068, 5176, 18447]",4,Cheque,988908,R&K Metal,8,10,2009,2801215,NoPurchaseOrderNumberField,NoChequeNumberField
71724,"[5239, 59]",2,Cheque,MISSING,M Le Reqeuew des Finances,2,7,2007,2155237,NoPurchaseOrderNumberField,NoChequeNumberField
71726,"[19766, 14963]",2,Cheque,232557,UNREADABLE NAME,6,11,2007,933067,NoPurchaseOrderNumberField,NoChequeNumberField
71731,"[8958, 1489, 4299, 18946, 2399, 598, 6820]",7,Cheque,MISSING,UNREADABLE NAME,11,7,2008,2394468,NoPurchaseOrderNumberField,NoChequeNumberField
71733,"[2752, 19400, 16261]",3,Receipt,2486.68,Best Bank,3,2,2003,1FT/03034/00248,MISSING,NoChequeNumberField
71734,"[1783, 17802, 5648, 9535, 19820]",5,Cheque,1355000,MISSING NAME,11,8,2003,776877,NoPurchaseOrderNumberField,NoChequeNumberField
71735,"[5895, 324, 17018, 17850]",4,Cheque,3780000,UNREADABLE NAME,19,7,2007,2317741,NoPurchaseOrderNumberField,NoChequeNumberField
71737,"[13813, 1404]",2,Cheque,MISSING,Alfa International,NaN,NaN,NaN,3392325,NoPurchaseOrderNumberField,NoChequeNumberField
71740,"[13785, 15283, 3174, 5269]",4,Cheque,MISSING,H Les Ambassadeurs,28,3,2011,3360993,NoPurchaseOrderNumberField,NoChequeNumberField
71742,"[13795, 17499, 4029, 2280, 11839, 19626]",6,Cheque,1200600,SAES,12,4,2012,3392311,NoPurchaseOrderNumberField,NoChequeNumberField
71748,"[2411, 9343, 5586, 18306]",4,Cheque,15000000,Ariana Logistics,18,5,2004,870266,NoPurchaseOrderNumberField,NoChequeNumberField
71749,"[12649, 2949, 6112, 4988]",4,Cheque,1680300,UNREADABLE NAME,31,8,2010,3240579,NoPurchaseOrderNumberField,NoChequeNumberField
71751,[3749],1,Cheque,2341600,Air Liquide Tunisie Services,26,10,2005,918102,NoPurchaseOrderNumberField,NoChequeNumberField
