PacketLabel,MultipartFilenameStub,NumPackets,MaxPages,Description,From page,To page
570,scan1~2013_06_09_16_33_12,1,284,"Cheques, factures, tax forms, expense claims Grand Livre June/July 2010",1,284
571,scan1~2013_06_12_14_49_12,1,23,"Grand Livre Dec 2011, Arabic",1,23
572,scan1~2013_06_15_12_15_03,1,10,Factures Teletec Nov/Dec 2010,1,10
573,scan1~2013_06_09_11_03_56,1,55,"Factures, payment orders, cheque stubs March 2010",1,55
574,scan1~2013_06_12_16_25_52,1,18,Factures Aug/Sept 2004,1,18
575,scan1~2013_06_06_10_40_12,1,16,"Expense claims, cheques, factures Sept 2007",1,16
576,scan1~2013_06_12_17_13_50,1,13,Personnel time sheets 2011,1,13
577,scan5~evan~2013_06_16_14_27_36,1,12,T.V.T. Hotel factures 2010,1,12
578,scan1~2013_06_12_15_43_18,1,47,Factures Comptoir El Amen etc. 2004,1,47
579,scan1~evan~2013_06_14_17_55_31,1,37,"Contractual Docs Teexco 1994, 2000, Arabic",1,37
580,scan4~chequestubs~2013_06_17_15_01_30,1,38,Cheque stubs Oct 2011,1,38
581,scan1~2013_06_08_11_28_40,1,41,"Grand livre, tax forms 2007",1,41
582,scan1~2013_06_08_15_21_49,1,37,Bupa International claims 2007/2008,1,37
583,scan1~2013_06_14_13_31_02,1,41,Grand Livre Sept/Oct 2010,1,41
584,scan2~2013_06_20_19_50_24,2,89,Invoices OMV Petrom Sept 2011,1,30
585,scan2~2013_06_20_19_50_24,2,89,"Shipping invoices, bills of lading 2008, 2011, 2009",31,89
586,scan1~2013_06_12_10_56_19,1,42,Tax forms Nov 2008-Jun 2009,1,42
587,scan1~2013_06_20_18_26_59,1,4,Facture and export docs May 2011,1,4
588,scan1~2013_06_16_11_47_18,1,4,"Factures, Grand livre, university related June 2010",1,4
589,scan5~evan~2013_06_16_11_57_26,1,4,Tax forms Sept 2008,1,4
590,scan1~2013_06_12_15_29_28,1,55,Seminar docs Nov 2009,1,55
591,scan1~2013_06_15_12_37_49,1,15,"Factures, Bons de Transport GTS Nov/Dec 2008",1,15
592,scan1~2013_06_16_11_58_44,1,28,Workshop attendance sheets and factures 2010,1,28
593,scan1~2013_06_11_12_28_33,1,69,Journal de Paie 2004,1,69
594,scan5~evan~2013_06_16_12_46_39,1,8,Tax Forms Oct 2010,1,8
595,scan5~evan~2013_06_16_10_54_29,1,8,Factures Poly Aluminum Sept/Oct 2011,1,8
596,scan1~2013_06_14_13_15_26,1,42,Factures Chitanta and personnel time sheets 2010,1,42
597,scan1~2013_06_12_12_47_00,1,4,Expense claim forms no date,1,4
598,scan1~2013_06_13_12_50_45,1,64,"Expense claims, cheques, factures Apr/May 2003",1,64
599,scan5~evan~2013_06_16_11_49_05,1,4,"Faxes Sept 2009, Arabic",1,4
600,scan1~2013_06_13_16_20_44,1,14,Expense claims March/Apr 2003,1,14
601,scan1~2013_06_12_12_41_38,1,4,Expense claim forms no date,1,4
602,scan1~2013_06_06_16_48_24,1,18,"Expense claims, cheques, factures May 2008",1,18
603,scan4~chequestubs~2013_06_17_15_49_25,1,102,Cheque stubs Oct/Nov 2011,1,102
604,scan1~2013_06_13_16_07_08,1,8,Factures May 2003,1,8
605,scan1~2013_06_15_17_25_36,1,12,Factures Economic Auto Nov/Dec 2008,1,12
606,scan1~2013_06_09_10_52_07,1,10,"Factures, cheques Feb/March 2010",1,10
607,scan1~2013_06_20_18_35_54,1,223,"Purchase orders, shipping docs Aug-Oct 2011",1,223
608,scan1~2013_06_14_14_08_13,1,30,"Cheques, unpaid invoices Apr 2011",1,30
609,scan1~2013_06_14_13_50_20,1,58,"Expense claims, personnel time sheets 2010",1,58
610,scan1~2013_06_20_18_19_00,1,27,Shipping and export docs and comms May/June 2011,1,27
611,scan5~evan~2013_06_16_12_11_29,1,5,Tax forms Oct/Nov 2007,1,5
612,scan1~2013_06_21_16_24_44,1,24,Purchase orders Jan-March 2011,1,24
613,scan1~2013_06_15_16_48_44,1,9,Factures Economic Auto Aug/Sept 2006,1,9
614,scan1~2013_06_06_10_58_56,1,14,"Factures, cheques expense claims June 2007",1,14
615,scan1~2013_06_12_11_38_05,1,15,Grand Livre Jan-March 2009,1,15
616,scan1~2013_06_06_10_54_56,1,15,"Cheques, virements, grand livre June 2007",1,15
617,scan1~2013_06_13_15_14_51,1,109,"Expense claims, cheques, payment orders, receipts Aug/Sept 2003",1,109
618,scan1~2013_06_08_17_46_15,1,50,Factures Tunisiana Jan 2008,1,50
619,scan1~2013_06_16_15_15_49,1,92,Factures Apr-June 2011,1,92
620,scan1~2013_06_08_17_22_45,1,262,Factures Tunisiana Feb-Sept 2007,1,262
621,scan1~2013_06_13_15_21_14,1,117,Factures and expense claims August 2003,1,117
622,scan2~2013_06_21_15_30_33,1,87,Purchase orders and shipping docs Aug-Oct 2012,1,87
623,scan1~2013_06_12_12_39_13,1,4,Expense claim forms no date,1,4
624,scan1~2013_06_15_12_03_03,1,57,Factures Teletec Feb/March 2011,1,57
625,scan1~2013_06_16_12_17_04,1,11,Tunis Aeste (student) docs Jan 2009,1,11
626,scan5~evan~2013_06_16_16_40_28,1,135,"Purchase orders, export docs Aug-Dec 2007",1,135
627,scan5~evan~2013_06_16_12_54_27,1,12,Tax forms Apr 2010,1,12
628,scan1~2013_06_06_02_49_36,1,9,Factures and payment orders Lassiret Tijani 2007,1,9
629,scan1~2013_06_15_13_36_11,1,3,Factures Economic Auto Apr 2011,1,3
630,scan1~2013_06_13_12_33_59,1,49,"Expense claims, factures, payment orders Sept/Oct 2003",1,49
631,scan1~2013_06_15_17_58_55,1,16,Factures Economic Auto May 2008,1,16
632,scan1~2013_06_12_12_49_28,1,8,Factures Apr 2004,1,8
633,scan4~chequestubs~2013_06_17_20_03_38,1,46,Cheque stubs July 2010,1,46
634,scan1~2013_06_12_13_58_33,1,3,Expense claim forms no date,1,3
635,scan1~2013_06_12_16_31_05,1,11,Expense claim forms June-Sept 2011,1,11
636,scan4~chequestubs~2013_06_17_18_13_36,1,53,Cheque stubs Sept 2003,1,53
637,scan5~evan~2013_06_16_11_12_21,1,9,Tax forms Apr 2011,1,9
638,scan1~2013_06_06_18_10_01,1,56,Expense claims and receipts June-Aug 2008,1,56
639,scan1~2013_06_15_13_54_05,1,11,Factures Economic Auto Jan/Feb 2010,1,11
640,scan1~2013_06_12_12_15_50,1,3,Expense claim forms no date,1,3
641,scan1~2013_06_12_15_28_23,1,16,Contractual Docs Feb 2008,1,16
642,scan1~2013_06_12_16_09_50,1,25,Factures Hotel Les Arcades Aug 2004,1,25
643,scan1~2013_06_16_17_53_42,1,149,Purchase orders and comms Sept-Nov 2007,1,149
644,scan5~evan~2013_06_16_15_23_14,1,7,Hotel related Factures Apr 2010,1,7
645,scan1~2013_06_13_12_55_34,1,60,"Cheques, factures, payment orders Jan-May 2003",1,60
646,scan5~evan~2013_06_16_11_32_32,1,11,"Grand livre, factures not paid Jan 2012",1,11
647,scan1~2013_06_12_12_45_38,1,8,Factures June 2003,1,8
648,scan4~chequestubs~2013_06_17_16_22_58,1,101,Cheque stubs May/June 2011,1,101
649,scan1~2013_06_09_12_14_05,1,33,Cheque stubs March 2010,1,33
650,scan5~evan~2013_06_16_16_56_29,1,32,"Invoices, shipping docs and comms Oct-Dec 2007",1,32
651,scan1~2013_06_15_16_58_33,1,8,Factures Economic Auto March 2009,1,8
652,scan1~2013_06_15_13_44_42,1,12,Factures Economic Auto Nov 2011,1,12
653,scan4~chequestubs~2013_06_17_17_07_55,1,69,Cheque stubs July/Aug 2010,1,69
654,scan4~2013_06_18_20_09_54,1,48,"Cheques ""missing"" 2007, 2004, 2008",1,48
655,scan1~2013_06_15_12_40_08,1,5,Factures Teletec Feb 2009,1,5
656,scan1~2013_06_15_16_45_28,1,5,Factures Economic Auto Nov 2008,1,5
657,scan1~2013_06_14_12_58_26,1,164,"Cheques, virements, salaries Oct/Nov 2011",1,164
658,scan1~2013_06_12_12_51_59,1,12,Expense claim forms no date,1,12
659,scan1~2013_06_14_14_01_06,1,21,"Expense claims, time sheets June/July 2010",1,21
660,scan1~2013_06_06_15_31_11,1,43,"Expense claims, factures May 2008",1,43
661,scan1~2013_06_15_11_26_43,1,5,Factures Telectec Oct/Nov 2011,1,5
662,scan1~2013_06_07_14_47_10,1,92,Factures Dec 2008,1,92
663,scan1~2013_06_06_17_24_06,1,27,Factures and payment orders July 2008,1,27
664,scan1~evan~2013_06_14_17_43_43,1,28,"Teexco docs, Quittance 1996/7, 2004 Arabic",1,28
665,scan1~2013_06_14_14_15_48,1,333,"Cheques, virements, factures March-June 2011",1,333
666,scan1~2013_06_06_11_11_42,1,13,"Cheques, factures June 2007",1,13
667,scan1~2013_06_12_16_44_07,1,38,"Expense claim forms, personnel time sheets 2011",1,38
668,scan4~chequestubs~2013_06_17_17_54_15,1,56,Cheque stubs Oct/Nov 2002,1,56
669,scan4~chequestubs~2013_06_17_15_43_11,1,100,Cheque stubs March/April 2011,1,100
670,scan1~2013_06_08_14_32_57,1,417,"Factures, service orders (Eni Tunisia), well testing logs Apr-June 2007",1,417
671,scan1~2013_06_20_18_30_08,1,36,"Purchase orders, quotes and comms May/June 2011",1,36
672,scan1~2013_06_12_16_35_34,1,28,Expense claim forms and receipts 2011,1,28
673,scan1~2013_06_12_14_39_09,1,43,Expense claim forms and receipts Nov/Dec 2004,1,43
674,scan1~evan~2013_06_14_17_11_04,1,17,Northland Energy Services docs Nov 2000,1,17
675,scan5~evan~2013_06_16_13_43_04,1,12,Factures hotel related Feb 2010,1,12
676,scan2~2013_06_20_17_51_47,1,151,"Purchase orders, quotes and comms (ASEP Elmar) 2010",1,151
677,scan1~2013_06_13_10_22_46,1,119,"Factures, receipts Jan-March 2003",1,119
678,scan1~2013_06_07_15_46_42,1,37,Invoices Sept 2008 (Pioneer etc),1,37
679,scan1~2013_06_12_15_40_45,1,39,"Factures Apr-Sept 2004, Nov 2003, Arabic",1,39
680,scan5~evan~2013_06_16_15_37_48,1,4,Facture Sheraton hotel Oct 2011,1,4
681,scan5~evan~2013_06_16_15_25_05,1,7,Factures Golden Tulip hotel March-May 2011,1,7
682,scan1~2013_06_12_11_48_38,1,43,"Tax forms in Arabic, Journal de Paie salaries Jan 2009",1,43
683,scan1~2013_06_12_10_20_14,1,34,Declaration CNSS 2010,1,34
684,scan1~2013_06_12_14_27_22,1,19,Expense claim forms no date,1,19
685,scan1~2013_06_13_16_15_41,1,43,Receipts April 2003,1,43
686,scan1~2013_06_16_15_47_09,1,142,Personnel time sheets 2007,1,142
687,scan1~2013_06_15_17_03_40,1,7,Factures Economic Auto Aug/Sept 2009,1,7
688,scan1~2013_06_15_18_14_57,1,20,Factures Economic Auto March 2008,1,20
689,scan1~2013_06_15_12_44_32,1,24,Factures Teletec July-Nov 2009,1,24
690,scan4~chequestubs~2013_06_17_17_19_24,1,76,Cheque stubs Oct/Nov 2010,1,76
691,scan5~2013_06_20_19_06_55,1,71,"Cheques, tax forms, virements March/Apr 2012",1,71
692,scan1~2013_06_12_10_32_31,1,25,Declaration CNSS 2009,1,25
693,scan1~2013_06_15_13_55_38,1,14,Factures Economic Auto Jan/Feb 2010,1,14
694,scan1~2013_06_12_12_27_45,1,7,Receipts March 2004,1,7
695,scan1~2013_06_11_09_43_23,1,139,Personnel time sheets 2005,1,139
696,scan1~2013_06_12_17_08_41,1,41,Expense claim forms and air travel docs 2011,1,41
697,scan1~2013_06_16_10_47_55,1,3,Facture MSA Aug 2011,1,3
698,scan1~2013_06_15_13_02_10,1,24,Factures Teletec and gas receipts July 2010,1,24
699,scan1~2013_06_12_09_54_44,1,21,Journal de Paie Sept 2010,1,21
700,scan1~2013_06_13_11_41_39,1,26,Factures/receipts March/Apr 2003,1,26
701,scan1~2013_06_13_12_58_37,1,25,"Quittance, virement, cheques, expense claim forms Oct 2003",1,25
702,scan5~evan~2013_06_16_11_48_01,1,7,Unpaid invoices March 2003,1,7
703,scan5~evan~2013_06_16_11_50_23,1,9,"Fax Thyna Petroleum Services Jan 2007, Arabic docs",1,9
704,scan1~2013_06_09_18_35_44,1,83,"Grand livre, bank statements 2005",1,83
705,scan1~2013_06_20_16_50_29,1,272,Purchase orders and related comms 2009/2010,1,272
706,scan1~2013_06_07_16_31_51,1,377,"Invoices, Service orders and logs May-Aug 2008",1,377
707,scan1~2013_06_12_16_40_37,1,9,Receips Carrefour Aug 2011,1,9
708,scan4~chequestubs~2013_06_17_19_59_33,1,77,Cheque stubs Best Bank no dates,1,77
709,scan2~2013_06_21_16_06_43,1,160,"Purchase orders, quotes and shipping docs Apr/May 2012",1,160
710,scan1~2013_06_16_18_29_08,1,14,Purchase orders CE Franklin May-Aug 2006,1,14
711,scan1~2013_06_06_15_35_04,1,14,"Expense claims, time sheets May/June 2008",1,14
712,scan1~evan~cheques~2013_06_17_15_01_30,1,38,Cheque stubs Oct 2011,1,38
713,scan1~2013_06_12_11_15_17,1,50,"Tax forms, Fiches and journal de paie July 2009",1,50
714,scan1~2013_06_14_13_59_02,1,44,"Personnel time sheets, expense claims 2010",1,44
715,scan5~evan~2013_06_15_18_34_04,1,124,"Factures, shipping docs and quittance 2006",1,124
716,scan1~2013_06_12_08_47_50,1,126,"Tax forms, Grand Livre Dec 2010 Arabic",1,126
717,scan1~evan~2013_06_14_16_32_52,1,63,"Factures, grand livre  Apr/May 2012",1,63
718,scan1~2013_06_16_10_43_47,1,7,Factures First Academy 2010,1,7
719,scan1~2013_06_13_11_07_39,1,55,Expense claim forms and receipts 2003,1,55
720,scan1~2013_06_06_19_14_26,1,58,Expense claim forms and receipts June-Sept 2008,1,58
721,scan1~2013_06_15_12_15_43,1,8,Factures Teletec Nov/Dec 2010,1,8
722,scan1~2013_06_16_18_45_44,1,27,"Purchase Orders, quotes and shipping docs 2005",1,27
723,scan1~2013_06_06_14_54_04,1,41,Expense claims and receipts Apr/May 2008,1,41
724,scan5~evan~2013_06_16_13_30_46,1,11,Factures Hotel Golden Tulip June 2010,1,11
725,scan1~2013_06_12_17_10_21,1,13,Personnel time sheets 2011,1,13
726,scan5~evan~2013_06_16_11_50_58,1,7,"Ministry of Finance docs 2002, Arabic",1,7
727,scan5~evan~2013_06_16_12_08_13,1,7,Tax forms Oct-Dec 2007,1,7
728,scan5~evan~2013_06_16_13_02_46,1,10,Factures Hotel Golden Tulip Aug/Sept 2011,1,10
729,scan1~2013_06_13_15_58_54,1,11,Factures May 2003,1,11
730,scan1~2013_06_16_11_13_05,1,4,Workshop attendance sheets and factures Nov 2009,1,4
731,scan2~2013_06_21_16_01_53,1,32,"Purchase orders, quotes and shipping docs March-May 2012",1,32
732,scan1~2013_06_07_17_51_10,2,62,Factures hotel related Sept/Oct 2008,1,54
733,scan1~2013_06_07_17_51_10,2,62,Factures Comptoirs de L'electricite June 2008,55,62
734,scan1~2013_06_13_12_42_20,1,62,"Cheques, factures, payment orders June 2003",1,62
735,scan1~2013_06_15_11_54_39,1,44,Factures Teletec Apr/May 2011,1,44
736,scan4~chequestubs~2013_06_17_17_20_45,1,51,Cheque stubs July 2011,1,51
737,scan1~2013_06_13_14_07_35,1,99,"Factures, payment orders Nov 2003",1,99
738,scan1~2013_06_09_09_34_59,1,45,"Factures, payment orders, cheques Jan/Feb 2010",1,45
739,scan2~evan~2013_06_15_16_38_45,1,28,Factures General Tranport et Services Petroliers Sept/Oct 2008,1,28
740,scan1~2013_06_12_16_52_17,1,16,"Personnel times sheets, factures Passion travel 2011",1,16
741,scan1~2013_06_15_13_21_42,1,14,Factures Economic Auto Sept 2011,1,14
742,scan1~2013_06_12_17_12_40,1,13,Personnel time sheets 2011,1,13
743,scan1~2013_06_15_12_06_02,1,13,Factures Teletec Jan-March 2011,1,13
744,scan1~2013_06_16_10_59_07,1,7,"Fiche Entreprise, Tunisian Chamber of Commerce docs",1,7
745,scan1~2013_06_09_16_30_47,1,46,"Cheques, factures, expense claims and payment orders June 2010",1,46
746,scan4~chequestubs~2013_06_17_17_38_21,1,55,Cheque stubs Aug/Sept 2002,1,55
747,scan1~evan~2013_06_14_17_37_42,1,27,"Teexco docs, Quittance 1995, 2000 Arabic",1,27
748,scan1~2013_06_08_09_17_03,1,42,"Factures, hotel related Nov 2008",1,42
749,scan1~2013_06_06_11_12_50,1,9,"Expense claims, factures and cheques June 2007",1,9
750,scan1~evan~2013_06_14_17_49_03,1,12,Teexco contract docs Nov 1994,1,12
751,scan5~evan~2013_06_16_13_27_14,1,10,Factures Hotel Golden Tulip Aug/Sept 2010,1,10
752,scan1~2013_06_12_16_14_08,1,75,Factures July/Aug 2004,1,75
753,scan1~2013_06_06_15_44_05,1,33,Expense claim forms and receipts May June 2008,1,33
754,scan1~2013_06_12_14_07_25,1,42,Factures/Receipts Aug/Sept 2004,1,42
755,scan2~2013_06_21_15_40_36,1,100,"Purchase orders, shipping docs and quotes 2012",1,100
756,scan1~2013_06_06_16_44_10,1,22,Expense claim forms and receipts Apr/May 2008,1,22
757,scan1~2013_06_15_11_22_06,1,57,Factures Teletec Dec 2011,1,57
758,scan1~2013_06_06_15_50_07,1,21,Factures May/June 2008,1,21
759,scan1~2013_06_16_11_02_03,1,13,TUV Rheinland docs March 2008,1,13
760,scan5~evan~2013_06_16_13_18_30,1,11,Factures hotel Golden Tulip Nov/Dec 2010,1,11
761,scan1~evan~cheques~2013_06_17_14_59_49,1,22,Cheque stubs Sept/Oct 2011,1,22
762,scan1~2013_06_13_15_05_53,1,105,Expense claim forms and receipts Aug/Sept 2003,1,105
763,scan5~evan~2013_06_16_13_20_27,1,9,Factures Hotel Golden tulip Oct 2010,1,9
764,scan1~2013_06_13_16_43_08,1,16,"Expense claim forms, payment orders and receipts Jan 2003",1,16
765,scan1~2013_06_16_14_01_53,1,97,"Factures, Bons de Commande/Livraison Jan-March 2011",1,97
766,scan1~2013_06_09_18_08_51,1,43,Factures Jan-March 2005,1,43
767,scan5~evan~2013_06_16_12_58_22,1,6,Factures Hotel Golden Tulip Nov 2011,1,6
768,scan1~evan~2013_06_14_17_45_03,1,21,Teexco contract docs Apr 2006 Arabic,1,21
769,scan1~2013_06_15_19_01_56,1,139,"Factures, workshop docs (OGIM) 2009",1,139
770,scan1~2013_06_09_10_34_12,1,95,"Cheques, factures, quittance, Jan/Feb 2010",1,95
771,scan1~2013_06_13_10_50_12,1,26,Factures July/Aug 2003,1,26
772,scan1~2013_06_12_12_39_56,1,10,Factures Apr 2004,1,10
773,scan1~2013_06_15_16_18_06,1,38,Factures Economic Auto May-Aug 2010,1,38
774,scan1~2013_06_06_18_46_55,1,93,Expense claim forms and receipts July/Aug 2008,1,93
775,scan1~2013_06_12_16_05_36,1,27,Factures July/Aug 2004,1,27
776,scan1~2013_06_14_13_40_28,1,29,Expense claim forms and receipts 2010,1,29
777,scan4~chequestubs~2013_06_17_17_45_11,1,54,Cheque stubs Oct 2002,1,54
778,scan1~2013_06_13_11_11_10,1,46,Factures Sept 2003,1,46
779,scan1~2013_06_13_11_33_46,1,71,Factures 2003,1,71
780,scan1~2013_06_12_16_32_21,1,12,Personnel time sheets 2011,1,12
781,scan4~chequestubs~2013_06_17_17_42_55,1,46,Cheque stubs Dec 2002,1,46
782,scan1~2013_06_14_13_28_45,1,18,"Expense claim forms, receipts and payment orders Jan-March 2010",1,18
783,scan1~2013_06_12_11_08_08,1,64,"Grand livre, fiches de paie, quittance and tax forms Nov 2009",1,64
784,scan1~2013_06_06_02_53_07,1,6,Payment orders Oct 2007,1,6
785,scan5~evan~2013_06_16_15_45_14,1,41,Factures Sheraton Hotel Dec 2010-June 2011,1,41
786,scan1~2013_06_08_14_53_33,1,536,Invoices Jan-Dec 2007,1,536
787,scan1~2013_06_12_10_01_47,1,22,Fiche/Journal de paie Feb 2010,1,22
788,scan1~2013_06_12_10_04_51,1,42,"Fiches de paie, virements, employment contracts March 2010",1,42
789,scan1~2013_06_12_17_11_20,1,14,Personnel time sheets 2011,1,14
790,scan1~2013_06_15_12_48_37,1,6,Factures Teletec Nov/Dec 2008,1,6
791,scan1~2013_06_06_11_35_19,1,21,"Cheques, Payment orders, quittance May 2007",1,21
792,scan1~2013_06_12_08_53_07,1,111,"Journal de paie, grand livre, Releve du compte, Dec 2010, Arabic docs",1,111
793,scan1~2013_06_12_12_47_50,1,6,"Factures Restaurant Le Declicieux, no date",1,6
794,scan5~evan~2013_06_16_10_49_09,1,12,Factures Oct/Nov 2011,1,12
795,scan1~2013_06_09_16_58_39,1,35,Cheque stubs July 2010,1,35
796,scan4~chequestubs~2013_06_17_18_25_30,1,56,Cheques and stubs May 2004,1,56
797,scan1~2013_06_11_16_33_03,1,173,"Invoices Eni Tunisia, Service Orders, July- Sept 2006",1,173
798,scan5~evan~2013_06_16_13_11_03,1,8,Factures Hotel Golden Tulip Apr 2011,1,8
799,scan1~2013_06_12_12_14_02,1,6,Factures no dates,1,6
800,scan5~evan~2013_06_16_12_01_43,1,4,Tax forms Sept 2008,1,4
801,scan1~2013_06_07_17_45_26,1,54,Factures Oct/Nov 2008,1,54
802,scan1~2013_06_06_17_36_05,1,43,"Expense claims, payment order and receipts July 2008",1,43
803,scan5~evan~2013_06_16_13_24_48,1,10,Factures hotel related Sept 2010,1,10
804,scan1~2013_06_12_16_16_34,1,44,Factures Aug/Sept 2004,1,44
805,scan1~2013_06_20_18_28_02,1,4,Bordereau de Depot Feb 2011,1,4
806,scan1~2013_06_12_10_51_29,1,6,"Fiches de paie, Assure Immatricules Sept 2009",1,6
807,scan5~evan~2013_06_16_13_13_52,1,10,Factures hotel related Feb 2011,1,10
808,scan1~2013_06_13_14_15_52,1,117,"Expense claim form, receipts and payment orders Sept/Oct 2003",1,117
809,scan1~evan~2013_06_14_16_18_59,1,3,Facture Universal Transit Assistance Apr 1999,1,3
810,scan1~2013_06_09_16_00_47,1,606,"Factures, Bons de Livraison, Jan-June 2006",1,606
811,scan1~evan~2013_06_14_17_27_56,1,25,"Bank statements, grand livre 2012",1,25
812,scan1~2013_06_16_10_34_06,1,4,"Grand livre, MSA Assurance 2010",1,4
813,scan1~2013_06_12_12_58_32,1,26,Factures May 2004,1,26
814,scan5~evan~2013_06_16_15_37_01,1,3,Factures Sheraton Hotel Dec 2011,1,3
815,scan1~2013_06_15_16_04_51,1,17,Factures Economic Auto Oct 2010,1,17
816,scan1~2013_06_06_11_03_57,1,14,"Factures, expense claims and cheques June 2007",1,14
817,scan1~2013_06_12_14_52_54,1,56,"Eni Tunisia contract docs 2011, grand livre",1,56
818,scan1~2013_06_09_18_19_07,1,62,Invoices July-Nov 2005,1,62
819,scan1~2013_06_14_13_45_38,1,31,"Expense claim forms, receipts, personnel time sheets 2010",1,31
820,scan1~2013_06_13_16_42_01,1,9,Expense claim forms and receipts Jan 2003,1,9
821,scan1~2013_06_11_14_14_03,1,11,Arabic docs 2004,1,11
822,scan1~2013_06_14_12_52_25,1,19,"Cheques, payment orders, quittance, factures Sept/Oct 2011",1,19
823,scan1~2013_06_11_10_47_38,1,218,Personnel time sheets Dec 2003-Apr 2005,1,218
824,scan1~2013_06_12_15_33_53,1,10,"Invoices Halliburton Oct 2010, Aug 2011",1,10
825,scan1~evan~cheques~2013_06_17_14_31_06,1,16,Cheque stubs Nov 2010,1,16
826,scan1~2013_06_15_13_50_12,1,14,Factures Economic Auto Jan 2010,1,14
827,scan1~2013_06_16_11_44_38,1,17,Executive MBA program docs March 2010/2012,1,17
828,scan1~2013_06_06_02_54_41,1,10,"Cheques, grand livre, tax forms Oct 2007",1,10
829,scan1~2013_06_08_15_37_34,1,194,"Assurance automobiles Nov 2007, Quittance, Factures Nov Dec 2007",1,194
830,scan1~2013_06_13_13_06_31,1,53,"Expense claims, cheques, factures, payment orders, time sheets March-May 2003",1,53
831,scan1~2013_06_08_08_43_15,1,594,Factures August-October 2008,1,594
832,scan1~2013_06_06_17_51_24,1,31,"Factures, caisse de depense July/August 2008",1,31
833,scan1~2013_06_06_12_48_31,1,4,Factures June 2008,1,4
834,scan5~evan~2013_06_16_16_07_45,1,84,Factures Hotel sheraton April-November 2010,1,84
835,scan1~2013_06_15_13_23_00,1,12,Factures Economic Auto Aug 2011,1,12
836,scan5~evan~2013_06_16_13_53_13,1,5,Factures Hotel El Mouradi Nov 2011,1,5
837,scan4~chequestubs~2013_06_17_17_11_49,1,95,Cheque stubs May/June 2010,1,95
838,scan1~2013_06_14_13_58_02,1,9,Expense claims and receipts May-Aug 2010,1,9
839,scan1~2013_06_06_12_44_53,1,8,Factures June 2008,1,8
840,scan1~evan~2013_06_14_17_14_49,1,5,"Arabic docs March 2001, tax related",1,5
841,scan1~2013_06_13_16_08_38,1,4,Expense claims May 2003,1,4
842,scan1~2013_06_12_12_56_02,1,14,Factures 2003/2004,1,14
843,scan1~evan~2013_06_13_16_50_05,1,900,"Expense claim forms, factures and receipts Nov/Dec 2011",1,900
844,scan1~evan~2013_06_14_17_11_58,1,26,"Northland Energy Services docs Feb 2001, Arabic",1,26
845,scan1~evan~2013_06_14_17_26_37,1,30,"Factures Eni Tunisia, service orders and activity logs 2011/2012, Arabic",1,30
846,scan4~chequestubs~2013_06_17_17_10_06,1,74,Cheque stubs Oct 2010,1,74
847,scan1~2013_06_15_16_33_52,1,28,Factures Economic Auto Feb-Apr 2010,1,28
848,scan1~2013_06_13_16_16_56,1,36,"Factures, cheques, payment orders April 2003",1,36
849,scan5~evan~2013_06_16_11_59_19,1,4,Tax forms April 2008,1,4
850,scan1~2013_06_12_08_58_10,1,34,"Journal de paie Januar 2010, Arabic",1,34
851,scan1~2013_06_09_10_12_55,1,37,"Cheques, cheque stubs, factures Feb 2010",1,37
852,scan5~evan~2013_06_16_11_23_16,1,6,"Tax forms, transfers Sept Oct 2011",1,6
853,scan1~2013_06_15_11_53_26,1,9,Factures Teletec Apr/May 2011,1,9
854,scan1~2013_06_09_13_14_47,1,36,Cheque stubs June 2010,1,36
855,scan1~2013_06_15_12_49_28,1,14,Factures Teletec July-Oct 2008,1,14
856,scan1~2013_06_12_15_21_47,1,59,Bulletin Officiel des Douane et Impots 2007/2008,1,59
857,scan1~2013_06_11_17_09_34,1,184,"Invoices, service orders and logs June-July 2006",1,184
858,scan1~2013_06_13_16_28_34,1,157,"Expense claim forms, payment orders, factures and receipts Feb-Apr 2003",1,157
859,scan1~2013_06_16_12_16_11,1,8,"Participant lists, formations 2009",1,8
860,scan1~2013_06_20_19_35_59,1,39,"Invoices, shipping docs and comms Aug/Sept 2012",1,39
861,scan1~2013_06_12_12_42_37,1,15,Receipts april 2004,1,15
862,scan4~chequestubs~2013_06_18_19_54_39,1,14,Cheques Apr 2009,1,14
863,scan1~2013_06_15_12_25_37,1,67,Factures Teletec Aug/Sept 2010,1,67
864,scan1~2013_06_12_16_20_00,1,50,Factures Aug/Sept 2004,1,50
865,scan1~2013_06_15_14_01_36,1,12,Factures Economic Auto Nov/Dec 2010,1,12
866,scan1~2013_06_06_15_37_49,1,26,Expense claim form and receipts May/June 2008,1,26
867,scan1~evan~cheques~2013_06_17_16_15_28,1,48,Cheque stubs June/July 2011,1,48
868,scan1~2013_06_12_10_59_21,1,30,"Journal de paie Aug 2009, Fiche de paie sept 2009",1,30
869,scan5~evan~2013_06_16_11_46_23,1,12,Fax forms April 2003,1,12
870,scan1~2013_06_06_03_02_59,1,22,"Grand livre, cheques, factures Sept/Oct 2007",1,22
871,scan1~2013_06_20_18_04_16,1,15,"Emails and shipping docs, may-june 2010",1,15
872,scan1~2013_06_12_10_00_05,1,35,"Grand livre, virements, fiches de paie feb 2010, arabic",1,35
873,scan1~2013_06_09_17_28_36,1,68,Factures Tunisiana Feb-Apr 2006,1,68
874,scan1~2013_06_12_14_05_20,1,4,Expense claim forms sept 2004,1,4
