TransactionIndex,AlbarakaIndex,Number of ALB Indexes,GrandeLivreIndex,Number of GL Indexes,Date Discrepancy,Amount,Amount Discrepancy,Post Day,Post Month,Post Year,Value Day,Value Month,Value Year,libdesc,reftran,Bank Account,Bank Name,Bank Currency
5842,[5906],1,[7431],1,7,-220.0,,09,07,2007,09,07,2007,paiementcheque,2317886,0007891010056211,CTD,TNC
5843,[5907],1,[7463],1,0,-1995.0,,09,07,2007,09,07,2007,paiementcheque,2317910,0007891010056211,CTD,TNC
5844,[5908],1,[7425],1,8,-5542.2,,10,07,2007,10,07,2007,paiementcheque,2317879,0007891010056211,CTD,TNC
5845,[5909],1,[7466],1,0,-1002.27,,10,07,2007,10,07,2007,paiementcheque,2317912,0007891010056211,CTD,TNC
5846,[5910],1,[7438],1,8,-25965.2,,10,07,2007,10,07,2007,paiementcheque,2317887,0007891010056211,CTD,TNC
5847,[5911],1,[7432],1,8,-4048.047,,10,07,2007,10,07,2007,paiementcheque,2317888,0007891010056211,CTD,TNC
5848,[5912],1,[7362],1,14,-1298.615,,10,07,2007,10,07,2007,paiementcheque,2317867,0007891010056211,CTD,TNC
5849,[5913],1,[7468],1,0,40000.0,,10,07,2007,10,07,2007,virement,,0007891010056211,CTD,TNC
5850,[5914],1,[7441],1,8,-72.0,,11,07,2007,11,07,2007,paiementcheque,2317894,0007891010056211,CTD,TNC
5851,[5915],1,[7419],1,9,-409.0,,11,07,2007,11,07,2007,paiementcheque,2317873,0007891010056211,CTD,TNC
5852,[5916],1,[7465],1,1,-4099.8,,11,07,2007,11,07,2007,paiementcheque,2317911,0007891010056211,CTD,TNC
5853,[5917],1,[7470],1,0,10000.0,,11,07,2007,11,07,2007,virement,,0007891010056211,CTD,TNC
5854,[5918],1,[7420],1,9,-6182.075,,11,07,2007,11,07,2007,paiementcheque,2317874,0007891010056211,CTD,TNC
5855,[5919],1,[7424],1,9,-2096.098,,11,07,2007,11,07,2007,paiementcheque,2317878,0007891010056211,CTD,TNC
5856,[5920],1,[7422],1,9,-450.0,,11,07,2007,11,07,2007,paiementcheque,2317876,0007891010056211,CTD,TNC
5857,[5921],1,[7472],1,0,-4150.0,,12,07,2007,12,07,2007,paiementcheque,2317716,0007891010056211,CTD,TNC
5858,[5922],1,[7471],1,0,-2000.0,,12,07,2007,12,07,2007,paiementcheque,2317715,0007891010056211,CTD,TNC
5859,[5923],1,[7467],1,2,-5000.0,,12,07,2007,12,07,2007,paiementcheque,2317913,0007891010056211,CTD,TNC
5860,[5924],1,[7427],1,10,-5231.213,,12,07,2007,12,07,2007,paiementcheque,2317881,0007891010056211,CTD,TNC
5861,[5925],1,[7434],1,10,-13870.0,,12,07,2007,12,07,2007,paiementcheque,2317890,0007891010056211,CTD,TNC
5862,[5926],1,[7473],1,0,30000.0,,12,07,2007,12,07,2007,virement,,0007891010056211,CTD,TNC
5863,[5927],1,[7474],1,0,12760.0,,13,07,2007,13,07,2007,virement,,0007891010056211,CTD,TNC
5864,[5928],1,[7447],1,10,-523.335,,13,07,2007,13,07,2007,paiementcheque,2317901,0007891010056211,CTD,TNC
5865,[5929],1,[7444],1,10,-6972.21,,13,07,2007,13,07,2007,paiementcheque,2317900,0007891010056211,CTD,TNC
5866,[5930],1,[7480],1,0,-600.0,,17,07,2007,17,07,2007,paiementcheque,2317723,0007891010056211,CTD,TNC
5867,[5931],1,[7487],1,0,-2500.0,,17,07,2007,17,07,2007,paiementcheque,2317732,0007891010056211,CTD,TNC
5868,[5932],1,[7469],1,6,-77.0,,17,07,2007,17,07,2007,paiementcheque,2317914,0007891010056211,CTD,TNC
5869,[5933],1,[7433],1,15,-171.5,,17,07,2007,17,07,2007,paiementcheque,2317889,0007891010056211,CTD,TNC
5870,[5934],1,[7492],1,0,63650.0,,18,07,2007,18,07,2007,virement,,0007891010056211,CTD,TNC
5871,[5935],1,[7477],1,1,-9135.8,,18,07,2007,18,07,2007,paiementcheque,2317719,0007891010056211,CTD,TNC
5872,[5936],1,[7429],1,16,-236.3,,18,07,2007,18,07,2007,paiementcheque,2317884,0007891010056211,CTD,TNC
5873,[5937],1,[7307],1,47,-71.1,,18,07,2007,18,07,2007,paiementcheque,2165055,0007891010056211,CTD,TNC
5874,[5938],1,[7493],1,0,-2000.0,,19,07,2007,19,07,2007,paiementcheque,2317736,0007891010056211,CTD,TNC
5875,[5939],1,[7430],1,17,-393.64,,19,07,2007,19,07,2007,paiementcheque,2317885,0007891010056211,CTD,TNC
5876,[5940],1,[7486],1,2,-459.3,,19,07,2007,19,07,2007,paiementcheque,2317734,0007891010056211,CTD,TNC
5877,[5941],1,[7491],1,1,-468.638,,19,07,2007,19,07,2007,paiementcheque,2317735,0007891010056211,CTD,TNC
5878,[5942],1,[7452],1,16,-56833.87,,19,07,2007,19,07,2007,paiementcheque,2317903,0007891010056211,CTD,TNC
5879,[5943],1,[7423],1,18,-259.9,,20,07,2007,20,07,2007,paiementcheque,2317877,0007891010056211,CTD,TNC
5880,[5944],1,[7483],1,3,-6172.207,,20,07,2007,20,07,2007,paiementcheque,2317729,0007891010056211,CTD,TNC
5881,[5945],1,[7485],1,3,-858.6,,20,07,2007,20,07,2007,paiementcheque,2317733,0007891010056211,CTD,TNC
5882,[5946],1,[7495],1,0,-551.6,,20,07,2007,20,07,2007,paiementcheque,2317737,0007891010056211,CTD,TNC
5883,[5947],1,[7497],1,0,12720.0,,20,07,2007,20,07,2007,virement,,0007891010056211,CTD,TNC
5884,[5948],1,[7456],1,19,-763.14,,23,07,2007,23,07,2007,paiementcheque,2317907,0007891010056211,CTD,TNC
5885,[5949],1,[7499],1,0,40000.0,,23,07,2007,23,07,2007,virement,,0007891010056211,CTD,TNC
5886,[5950],1,[7489],1,6,-34097.548,,23,07,2007,23,07,2007,paiementcheque,2317727,0007891010056211,CTD,TNC
5887,[5951],1,[7500],1,0,12690.0,,24,07,2007,24,07,2007,virement,,0007891010056211,CTD,TNC
5888,[5952],1,[7484],1,7,-2074.53,,24,07,2007,24,07,2007,paiementcheque,2317730,0007891010056211,CTD,TNC
5889,[5953],1,[7490],1,7,-4950.0,,24,07,2007,24,07,2007,paiementcheque,2317731,0007891010056211,CTD,TNC
5890,[5954],1,[7494],1,4,-241.2,,24,07,2007,24,07,2007,paiementcheque,2317739,0007891010056211,CTD,TNC
5891,[5955],1,[7475],1,7,-5604.265,,24,07,2007,24,07,2007,paiementcheque,2317717,0007891010056211,CTD,TNC
5892,[5956],1,[7561],1,-7,-1761.6,,24,07,2007,24,07,2007,paiementcheque,2317742,0007891010056211,CTD,TNC
5893,[5957],1,[7498],1,6,-610.68,,26,07,2007,26,07,2007,paiementcheque,2317740,0007891010056211,CTD,TNC
5894,[5958],1,[7481],1,9,-4957.846,,26,07,2007,26,07,2007,paiementcheque,2317724,0007891010056211,CTD,TNC
5895,[5959],1,[7560],1,-5,-3780.0,,26,07,2007,26,07,2007,paiementcheque,2317741,0007891010056211,CTD,TNC
5896,[5960],1,[7564],1,-5,-2500.0,,26,07,2007,26,07,2007,paiementcheque,2317745,0007891010056211,CTD,TNC
5897,[5961],1,[7563],1,-5,-27000.0,,26,07,2007,26,07,2007,paiementcheque,2317744,0007891010056211,CTD,TNC
5898,[5962],1,[7501],1,0,40000.0,,26,07,2007,26,07,2007,virement,,0007891010056211,CTD,TNC
5899,[5963],1,[7488],1,9,-372.8,,26,07,2007,26,07,2007,paiementcheque,2317726,0007891010056211,CTD,TNC
5900,[5964],1,[7496],1,6,-2331.51,,26,07,2007,26,07,2007,paiementcheque,2317738,0007891010056211,CTD,TNC
5901,[5965],1,[7524],1,-4,-751.7,,27,07,2007,27,07,2007,virtemiscomp,,0007891010056211,CTD,TNC
5902,[5966],1,[7525],1,-4,-846.7,,27,07,2007,27,07,2007,virtemiscomp,,0007891010056211,CTD,TNC
5903,[5967],1,[7526],1,-4,-56.7,,27,07,2007,27,07,2007,virtemiscomp,,0007891010056211,CTD,TNC
5904,[5968],1,[7527],1,-4,-901.7,,27,07,2007,27,07,2007,virtemiscomp,,0007891010056211,CTD,TNC
5905,[5969],1,[7528],1,-4,-801.7,,27,07,2007,27,07,2007,virtemiscomp,,0007891010056211,CTD,TNC
5906,[5970],1,[7522],1,-4,-501.7,,27,07,2007,27,07,2007,virtemiscomp,,0007891010056211,CTD,TNC
5907,[5971],1,[7530],1,-4,-901.7,,27,07,2007,27,07,2007,virtemiscomp,,0007891010056211,CTD,TNC
5908,[5972],1,[7514],1,-4,-1101.7,,27,07,2007,27,07,2007,virtemiscomp,,0007891010056211,CTD,TNC
5909,[5973],1,[7532],1,-4,-901.7,,27,07,2007,27,07,2007,virtemiscomp,,0007891010056211,CTD,TNC
5910,[5974],1,[7519],1,-4,-701.7,,27,07,2007,27,07,2007,virtemiscomp,,0007891010056211,CTD,TNC
5911,[5975],1,[7535],1,-4,-651.7,,27,07,2007,27,07,2007,virtemiscomp,,0007891010056211,CTD,TNC
5912,[5976],1,[7529],1,-4,-501.7,,27,07,2007,27,07,2007,virtemiscomp,,0007891010056211,CTD,TNC
5913,[5977],1,[7506],1,-4,-551.7,,27,07,2007,27,07,2007,virtemiscomp,,0007891010056211,CTD,TNC
5914,[5978],1,[7502],1,0,63700.0,,27,07,2007,27,07,2007,virement,,0007891010056211,CTD,TNC
5915,[5979],1,[7507],1,-4,-2001.7,,27,07,2007,27,07,2007,virtemiscomp,,0007891010056211,CTD,TNC
5916,[5980],1,[7508],1,-4,-2001.7,,27,07,2007,27,07,2007,virtemiscomp,,0007891010056211,CTD,TNC
5917,[5981],1,[7509],1,-4,-2501.7,,27,07,2007,27,07,2007,virtemiscomp,,0007891010056211,CTD,TNC
5918,[5982],1,[7510],1,-4,-2051.7,,27,07,2007,27,07,2007,virtemiscomp,,0007891010056211,CTD,TNC
5919,[5983],1,[7511],1,-4,-1651.7,,27,07,2007,27,07,2007,virtemiscomp,,0007891010056211,CTD,TNC
5920,[5984],1,[7512],1,-4,-2851.7,,27,07,2007,27,07,2007,virtemiscomp,,0007891010056211,CTD,TNC
5921,[5985],1,[7513],1,-4,-951.7,,27,07,2007,27,07,2007,virtemiscomp,,0007891010056211,CTD,TNC
5922,[5986],1,[7521],1,-4,-701.7,,27,07,2007,27,07,2007,virtemiscomp,,0007891010056211,CTD,TNC
5923,[5987],1,[7537],1,-4,-551.7,,27,07,2007,27,07,2007,virtemiscomp,,0007891010056211,CTD,TNC
5924,[5988],1,[7540],1,-4,-651.7,,27,07,2007,27,07,2007,virtemiscomp,,0007891010056211,CTD,TNC
5925,[5989],1,[7518],1,-4,-601.7,,27,07,2007,27,07,2007,virtemiscomp,,0007891010056211,CTD,TNC
5926,[5990],1,[7516],1,-4,-401.7,,27,07,2007,27,07,2007,virtemiscomp,,0007891010056211,CTD,TNC
5927,[5991],1,[7541],1,-4,-601.7,,27,07,2007,27,07,2007,virtemiscomp,,0007891010056211,CTD,TNC
5928,[5992],1,[7545],1,-4,-2101.7,,27,07,2007,27,07,2007,virtemiscomp,,0007891010056211,CTD,TNC
5929,[5993],1,[7546],1,-4,-1401.7,,27,07,2007,27,07,2007,virtemiscomp,,0007891010056211,CTD,TNC
5930,[5994],1,[7547],1,-4,-651.7,,27,07,2007,27,07,2007,virtemiscomp,,0007891010056211,CTD,TNC
5931,[5995],1,[7543],1,-4,-401.7,,27,07,2007,27,07,2007,virtemiscomp,,0007891010056211,CTD,TNC
5932,[5996],1,[7536],1,-4,-501.7,,27,07,2007,27,07,2007,virtemiscomp,,0007891010056211,CTD,TNC
5933,[5997],1,[7550],1,-4,-451.7,,27,07,2007,27,07,2007,virtemiscomp,,0007891010056211,CTD,TNC
5934,[5998],1,[7548],1,-4,-401.7,,27,07,2007,27,07,2007,virtemiscomp,,0007891010056211,CTD,TNC
5935,[5999],1,[7542],1,-4,-801.7,,27,07,2007,27,07,2007,virtemiscomp,,0007891010056211,CTD,TNC
5936,[6000],1,[7539],1,-4,-551.7,,27,07,2007,27,07,2007,virtemiscomp,,0007891010056211,CTD,TNC
5937,[6001],1,[7555],1,-4,-378.7,,27,07,2007,27,07,2007,virtemiscomp,,0007891010056211,CTD,TNC
5938,[6002],1,[7556],1,-4,-341.7,,27,07,2007,27,07,2007,virtemiscomp,,0007891010056211,CTD,TNC
5939,[6003],1,[7557],1,-4,-2001.7,,27,07,2007,27,07,2007,virtemiscomp,,0007891010056211,CTD,TNC
5940,[6004],1,[7558],1,-4,-341.7,,27,07,2007,27,07,2007,virtemiscomp,,0007891010056211,CTD,TNC
5941,[6005],1,[7552],1,-4,-801.7,,27,07,2007,27,07,2007,virtemiscomp,,0007891010056211,CTD,TNC
5942,[6006],1,[7551],1,-4,-401.7,,27,07,2007,27,07,2007,virtemiscomp,,0007891010056211,CTD,TNC
5943,[6007],1,[7478],1,10,-1241.016,,27,07,2007,27,07,2007,paiementcheque,2317720,0007891010056211,CTD,TNC
5944,[6008],1,[7476],1,10,-2376.418,,27,07,2007,27,07,2007,paiementcheque,2317718,0007891010056211,CTD,TNC
5945,[6009],1,[7568],1,-4,-6250.0,,27,07,2007,27,07,2007,paiementcheque,2317751,0007891010056211,CTD,TNC
5946,[6010],1,[7533],1,-4,-701.7,,27,07,2007,27,07,2007,virtemiscomp,,0007891010056211,CTD,TNC
5947,[6011],1,[7553],1,-4,-551.7,,27,07,2007,27,07,2007,virtemiscomp,,0007891010056211,CTD,TNC
5948,[6012],1,[7517],1,-4,-1101.7,,27,07,2007,27,07,2007,virtemiscomp,,0007891010056211,CTD,TNC
5949,[6013],1,[7515],1,-4,-1201.7,,27,07,2007,27,07,2007,virtemiscomp,,0007891010056211,CTD,TNC
5950,[6014],1,[7554],1,-4,-401.7,,27,07,2007,27,07,2007,virtemiscomp,,0007891010056211,CTD,TNC
5951,[6015],1,[7531],1,-4,-1101.7,,27,07,2007,27,07,2007,virtemiscomp,,0007891010056211,CTD,TNC
5952,[6016],1,[7544],1,-4,-601.7,,27,07,2007,27,07,2007,virtemiscomp,,0007891010056211,CTD,TNC
5953,[6017],1,[7534],1,-4,-701.7,,27,07,2007,27,07,2007,virtemiscomp,,0007891010056211,CTD,TNC
5954,[6018],1,[7520],1,-4,-301.7,,27,07,2007,27,07,2007,virtemiscomp,,0007891010056211,CTD,TNC
5955,[6019],1,[7538],1,-4,-701.7,,27,07,2007,27,07,2007,virtemiscomp,,0007891010056211,CTD,TNC
5956,[6020],1,[7549],1,-4,-501.7,,27,07,2007,27,07,2007,virtemiscomp,,0007891010056211,CTD,TNC
5957,[6021],1,[7523],1,-4,-1301.7,,27,07,2007,27,07,2007,virtemiscomp,,0007891010056211,CTD,TNC
5958,[6022],1,[7575],1,-1,-25837.15,,30,07,2007,30,07,2007,paiementcheque,2317747,0007891010056211,CTD,TNC
5959,[6023],1,[7569],1,-1,-1600.0,,30,07,2007,30,07,2007,paiementcheque,2317754,0007891010056211,CTD,TNC
5960,[6024],1,[7503],1,0,21000.0,,30,07,2007,30,07,2007,virement,,0007891010056211,CTD,TNC
5961,[6025],1,[7567],1,-1,-3180.26,,30,07,2007,30,07,2007,paiementcheque,2317750,0007891010056211,CTD,TNC
5962,[6026],1,[7504],1,0,5000.0,,30,07,2007,30,07,2007,virement,,0007891010056211,CTD,TNC
5963,[6027],1,[7562],1,-1,-4307.128,,30,07,2007,30,07,2007,paiementcheque,2317743,0007891010056211,CTD,TNC
5964,[6028],1,[7570],1,0,-2242.3,,31,07,2007,31,07,2007,paiementcheque,2317755,0007891010056211,CTD,TNC
5965,[6029],1,[7559],1,0,63500.0,,31,07,2007,31,07,2007,virement,,0007891010056211,CTD,TNC
5966,[6030],1,[7565],1,0,-3500.0,,31,07,2007,31,07,2007,paiementcheque,2317746,0007891010056211,CTD,TNC
5967,[6031],1,[7576],1,0,-1502.425,,31,07,2007,31,07,2007,paiementcheque,2317748,0007891010056211,CTD,TNC
5968,[6032],1,[7578],1,0,-25002.0,,31,07,2007,31,07,2007,paiementeffet,,0007891010056211,CTD,TNC
5969,[6033],1,[7426],1,30,-2201.541,,01,08,2007,01,08,2007,paiementcheque,2317880,0007891010056211,CTD,TNC
5970,[6034],1,[7566],1,1,-859.0,,01,08,2007,01,08,2007,paiementcheque,2317749,0007891010056211,CTD,TNC
5971,[6035],1,[7577],1,1,-20312.786,,01,08,2007,01,08,2007,paiementcheque,2317753,0007891010056211,CTD,TNC
5972,[6036],1,[7571],1,2,-300.0,,02,08,2007,02,08,2007,paiementcheque,2317756,0007891010056211,CTD,TNC
5973,[6037],1,[7581],1,0,-2509.469,,02,08,2007,02,08,2007,paiementcheque,2317764,0007891010056211,CTD,TNC
5974,[6038],1,[7574],1,2,-5000.3,,02,08,2007,02,08,2007,paiementcheque,2317760,0007891010056211,CTD,TNC
5975,[6039],1,[7580],1,1,-847.036,,02,08,2007,02,08,2007,paiementcheque,2317763,0007891010056211,CTD,TNC
5976,[6040],1,[7586],1,0,12700.0,,03,08,2007,03,08,2007,virement,,0007891010056211,CTD,TNC
5977,[6041],1,[7572],1,3,-1593.3,,03,08,2007,03,08,2007,paiementcheque,2317757,0007891010056211,CTD,TNC
5978,[6042],1,[7505],1,3,-1119.45,,03,08,2007,03,08,2007,paiementcheque,2317758,0007891010056211,CTD,TNC
5979,[6043],1,[7583],1,4,-3180.0,,06,08,2007,06,08,2007,paiementcheque,2317816,0007891010056211,CTD,TNC
5980,[6044],1,[7585],1,3,-41343.75,,06,08,2007,06,08,2007,paiementcheque,2317817,0007891010056211,CTD,TNC
5981,[6045],1,[7587],1,0,37890.0,,06,08,2007,06,08,2007,virement,,0007891010056211,CTD,TNC
5982,[6046],1,[7579],1,6,-275.737,,07,08,2007,07,08,2007,paiementcheque,2317761,0007891010056211,CTD,TNC
5983,[6047],1,[7573],1,7,-2154.598,,07,08,2007,07,08,2007,paiementcheque,2317759,0007891010056211,CTD,TNC
5984,[6048],1,[7584],1,4,-881.642,,07,08,2007,07,08,2007,paiementcheque,2317818,0007891010056211,CTD,TNC
5985,[6049],1,[7594],1,0,63450.0,,08,08,2007,08,08,2007,virement,,0007891010056211,CTD,TNC
5986,[6050],1,[7482],1,22,-2897.564,,08,08,2007,08,08,2007,paiementcheque,2317725,0007891010056211,CTD,TNC
5987,[6051],1,[7589],1,0,-291.896,,08,08,2007,08,08,2007,paiementcheque,2317827,0007891010056211,CTD,TNC
5988,[6052],1,[7590],1,0,-876.201,,08,08,2007,08,08,2007,paiementcheque,2317824,0007891010056211,CTD,TNC
5989,[6053],1,[7588],1,0,-6000.0,,08,08,2007,08,08,2007,paiementcheque,2317822,0007891010056211,CTD,TNC
5990,[6054],1,[7591],1,0,-1098.99,,08,08,2007,08,08,2007,paiementcheque,2317825,0007891010056211,CTD,TNC
5991,[6055],1,[7592],1,0,-452.387,,08,08,2007,08,08,2007,paiementcheque,2317826,0007891010056211,CTD,TNC
5992,[6056],1,[7598],1,0,-1950.0,,10,08,2007,10,08,2007,paiementcheque,2317831,0007891010056211,CTD,TNC
5993,[6057],1,[7599],1,0,-10000.0,,10,08,2007,10,08,2007,paiementcheque,2317832,0007891010056211,CTD,TNC
5994,[6058],1,[7597],1,6,-276.88,,15,08,2007,15,08,2007,paiementcheque,2317830,0007891010056211,CTD,TNC
5995,[6059],1,[7596],1,6,-144.0,,15,08,2007,15,08,2007,paiementcheque,2317829,0007891010056211,CTD,TNC
5996,[6060],1,[7614],1,0,-3705.2,,15,08,2007,15,08,2007,virtemiscomp,,0007891010056211,CTD,TNC
5997,[6061],1,[7601],1,1,-876.0,,15,08,2007,15,08,2007,paiementcheque,2317837,0007891010056211,CTD,TNC
5998,[6062],1,[7603],1,1,-410.357,,15,08,2007,15,08,2007,paiementcheque,2317839,0007891010056211,CTD,TNC
5999,[6063],1,[7606],1,1,-3180.6,,15,08,2007,15,08,2007,paiementcheque,2317842,0007891010056211,CTD,TNC
6000,[6064],1,[7605],1,1,-597.5,,15,08,2007,15,08,2007,paiementcheque,2317841,0007891010056211,CTD,TNC
6001,[6065],1,[7604],1,1,-588.3,,15,08,2007,15,08,2007,paiementcheque,2317840,0007891010056211,CTD,TNC
6002,[6066],1,[7612],1,0,-1526.0,,15,08,2007,15,08,2007,paiementcheque,2317846,0007891010056211,CTD,TNC
6003,[6067],1,[7610],1,2,-1094.771,,16,08,2007,16,08,2007,paiementcheque,2317834,0007891010056211,CTD,TNC
6004,[6068],1,[7613],1,1,-2300.0,,16,08,2007,16,08,2007,paiementcheque,2317847,0007891010056211,CTD,TNC
6005,[6069],1,[7619],1,0,64500.0,,17,08,2007,17,08,2007,virement,,0007891010056211,CTD,TNC
6006,[6070],1,[7617],1,0,-2000.0,,17,08,2007,17,08,2007,paiementcheque,2317850,0007891010056211,CTD,TNC
6007,[6071],1,[7615],1,1,-782.159,,17,08,2007,17,08,2007,paiementcheque,2317849,0007891010056211,CTD,TNC
6008,[6072],1,[7609],1,6,-8427.5,,20,08,2007,20,08,2007,paiementcheque,2317845,0007891010056211,CTD,TNC
6009,[6073],1,[7593],1,12,-2327.258,,20,08,2007,20,08,2007,paiementcheque,2317828,0007891010056211,CTD,TNC
6010,[6074],1,[7602],1,6,-14921.179,,20,08,2007,20,08,2007,paiementcheque,2317838,0007891010056211,CTD,TNC
6011,[6075],1,[7582],1,18,-696.2,,20,08,2007,20,08,2007,paiementcheque,2317815,0007891010056211,CTD,TNC
6012,[6076],1,[7595],1,12,-549.0,,20,08,2007,20,08,2007,paiementcheque,2317823,0007891010056211,CTD,TNC
6013,[6077],1,[7622],1,0,-1710.0,,21,08,2007,21,08,2007,paiementcheque,2317854,0007891010056211,CTD,TNC
6014,[6078],1,[7618],1,4,-2000.0,,21,08,2007,21,08,2007,paiementcheque,2317851,0007891010056211,CTD,TNC
6015,[6079],1,[7611],1,8,-2112.388,,22,08,2007,22,08,2007,paiementcheque,2317836,0007891010056211,CTD,TNC
6016,[6080],1,[7616],1,6,-1234.419,,22,08,2007,22,08,2007,paiementcheque,2317848,0007891010056211,CTD,TNC
6017,[6081],1,[7623],1,2,-3073.12,,23,08,2007,23,08,2007,paiementcheque,2317855,0007891010056211,CTD,TNC
6018,[6082],1,[7621],1,2,-67.52,,23,08,2007,23,08,2007,paiementcheque,2317853,0007891010056211,CTD,TNC
6019,[6083],1,[7620],1,2,-518.3,,23,08,2007,23,08,2007,paiementcheque,2317852,0007891010056211,CTD,TNC
6020,[6084],1,[7624],1,1,-2229.4,,23,08,2007,23,08,2007,paiementcheque,2317856,0007891010056211,CTD,TNC
6021,[6085],1,[7607],1,10,-5567.05,,24,08,2007,24,08,2007,paiementcheque,2317843,0007891010056211,CTD,TNC
6022,[6086],1,[7626],1,4,-1817.795,,27,08,2007,27,08,2007,paiementcheque,2317858,0007891010056211,CTD,TNC
6023,[6087],1,[7627],1,4,-4691.304,,27,08,2007,27,08,2007,paiementcheque,2317859,0007891010056211,CTD,TNC
6024,[6088],1,[7628],1,4,-10000.0,,27,08,2007,27,08,2007,paiementcheque,2317860,0007891010056211,CTD,TNC
6025,[6089],1,[7625],1,4,-6801.979,,27,08,2007,27,08,2007,paiementcheque,2317857,0007891010056211,CTD,TNC
6026,[6090],1,[7600],1,15,-450.0,,28,08,2007,28,08,2007,paiementcheque,2317833,0007891010056211,CTD,TNC
6027,[6091],1,[7654],1,0,127950.0,,28,08,2007,28,08,2007,virement,,0007891010056211,CTD,TNC
6028,[6092],1,[7633],1,1,-3812.0,,28,08,2007,28,08,2007,paiementcheque,2317920,0007891010056211,CTD,TNC
6029,[6093],1,[7632],1,1,-1092.53,,28,08,2007,28,08,2007,paiementcheque,2317919,0007891010056211,CTD,TNC
6030,[6094],1,[7636],1,1,-2064.324,,28,08,2007,28,08,2007,paiementcheque,2317923,0007891010056211,CTD,TNC
6031,[6095],1,[7630],1,3,-468.4,,28,08,2007,28,08,2007,paiementcheque,2317861,0007891010056211,CTD,TNC
6032,[6096],1,[7646],1,2,-1401.384,,29,08,2007,29,08,2007,paiementcheque,2317863,0007891010056211,CTD,TNC
6033,[6097],1,[7634],1,2,-1738.638,,29,08,2007,29,08,2007,paiementcheque,2317921,0007891010056211,CTD,TNC
6034,[6098],1,[7645],1,3,-5000.0,,30,08,2007,30,08,2007,paiementcheque,2317936,0007891010056211,CTD,TNC
6035,[6099],1,[7656],1,0,-768.13,,30,08,2007,30,08,2007,paiementcheque,2317938,0007891010056211,CTD,TNC
6036,[6100],1,[7651],1,4,-720.148,,31,08,2007,31,08,2007,paiementcheque,2317915,0007891010056211,CTD,TNC
6037,[6101],1,[7662],1,0,-1459.7,,31,08,2007,31,08,2007,paiementcheque,2317945,0007891010056211,CTD,TNC
6038,[6102],1,[7660],1,0,-5000.0,,31,08,2007,31,08,2007,paiementcheque,2317941,0007891010056211,CTD,TNC
6039,[6103],1,[7661],1,0,-6950.0,,31,08,2007,31,08,2007,paiementcheque,2317942,0007891010056211,CTD,TNC
6040,[6104],1,[7716],1,0,-25002.0,,31,08,2007,31,08,2007,paiementeffet,,0007891010056211,CTD,TNC
6041,[6105],1,[7657],1,0,-5737.6,,31,08,2007,31,08,2007,virtemiscomp,,0007891010056211,CTD,TNC
6042,[6106],1,[7658],1,0,-5296.2,,31,08,2007,31,08,2007,virtemiscomp,,0007891010056211,CTD,TNC
6043,[6107],1,[7675],1,0,-701.7,,31,08,2007,31,08,2007,virtemiscomp,,0007891010056211,CTD,TNC
6044,[6108],1,[7692],1,0,-551.7,,31,08,2007,31,08,2007,virtemiscomp,,0007891010056211,CTD,TNC
6045,[6109],1,[7690],1,0,-651.7,,31,08,2007,31,08,2007,virtemiscomp,,0007891010056211,CTD,TNC
6046,[6110],1,[7674],1,0,-601.7,,31,08,2007,31,08,2007,virtemiscomp,,0007891010056211,CTD,TNC
6047,[6111],1,[7683],1,0,-801.7,,31,08,2007,31,08,2007,virtemiscomp,,0007891010056211,CTD,TNC
6048,[6112],1,[7672],1,0,-401.7,,31,08,2007,31,08,2007,virtemiscomp,,0007891010056211,CTD,TNC
6049,[6113],1,[7696],1,0,-601.7,,31,08,2007,31,08,2007,virtemiscomp,,0007891010056211,CTD,TNC
6050,[6114],1,[7700],1,0,-2101.7,,31,08,2007,31,08,2007,virtemiscomp,,0007891010056211,CTD,TNC
6051,[6115],1,[7701],1,0,-1401.7,,31,08,2007,31,08,2007,virtemiscomp,,0007891010056211,CTD,TNC
6052,[6116],1,[7695],1,0,-651.7,,31,08,2007,31,08,2007,virtemiscomp,,0007891010056211,CTD,TNC
6053,[6117],1,[7698],1,0,-401.7,,31,08,2007,31,08,2007,virtemiscomp,,0007891010056211,CTD,TNC
6054,[6118],1,[7678],1,0,-501.7,,31,08,2007,31,08,2007,virtemiscomp,,0007891010056211,CTD,TNC
6055,[6119],1,[7705],1,0,-451.7,,31,08,2007,31,08,2007,virtemiscomp,,0007891010056211,CTD,TNC
6056,[6120],1,[7703],1,0,-401.7,,31,08,2007,31,08,2007,virtemiscomp,,0007891010056211,CTD,TNC
6057,[6121],1,[7697],1,0,-801.7,,31,08,2007,31,08,2007,virtemiscomp,,0007891010056211,CTD,TNC
6058,[6122],1,[7706],1,0,-401.7,,31,08,2007,31,08,2007,virtemiscomp,,0007891010056211,CTD,TNC
6059,[6123],1,[7709],1,0,-378.7,,31,08,2007,31,08,2007,virtemiscomp,,0007891010056211,CTD,TNC
6060,[6124],1,[7710],1,0,-341.7,,31,08,2007,31,08,2007,virtemiscomp,,0007891010056211,CTD,TNC
6061,[6125],1,[7663],1,0,-2001.7,,31,08,2007,31,08,2007,virtemiscomp,,0007891010056211,CTD,TNC
6062,[6126],1,[7694],1,0,-551.7,,31,08,2007,31,08,2007,virtemiscomp,,0007891010056211,CTD,TNC
6063,[6127],1,[7708],1,0,-401.7,,31,08,2007,31,08,2007,virtemiscomp,,0007891010056211,CTD,TNC
